X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16
29.15,0,29.15,0,29.15,0,29.15,0,29.15,1989,29.15,1970,29.15,1982,29.15,2000,29.15,0,29.15,0,29.15,0,29.15,0,29.15,2001,29.15,2001,29.15,2001,29.15,2001
29.16,0,29.16,0,29.16,0,29.16,0,29.16,2013,29.16,1937,29.16,2001,29.16,2000,29.16,0,29.16,0,29.16,0,29.16,0,29.16,2001,29.16,2001,29.16,2001,29.16,2001
29.17,0,29.17,0,29.17,0,29.17,0,29.17,1987,29.17,2010,29.17,1981,29.17,1956,29.17,0,29.17,0,29.17,0,29.17,0,29.17,2001,29.17,2001,29.17,2001,29.17,2001
29.18,0,29.18,0,29.18,0,29.18,0,29.18,1995,29.18,1988,29.18,1965,29.18,2064,29.18,0,29.18,0,29.18,0,29.18,0,29.18,2001,29.18,2001,29.18,2001,29.18,2001
29.19,0,29.19,0,29.19,0,29.19,0,29.19,1995,29.19,1990,29.19,2021,29.19,1950,29.19,0,29.19,0,29.19,0,29.19,0,29.19,2001,29.19,2001,29.19,2001,29.19,2001
29.2,0,29.2,0,29.2,0,29.2,0,29.2,1917,29.2,1990,29.2,1984,29.2,2005,29.2,0,29.2,0,29.2,0,29.2,0,29.2,2001,29.2,2001,29.2,2001,29.2,2001
29.21,0,29.21,0,29.21,0,29.21,0,29.21,1991,29.21,1951,29.21,1990,29.21,2002,29.21,0,29.21,0,29.21,0,29.21,0,29.21,2001,29.21,2001,29.21,2001,29.21,2001
29.22,0,29.22,0,29.22,0,29.22,0,29.22,1973,29.22,1978,29.22,2006,29.22,1950,29.22,0,29.22,0,29.22,0,29.22,0,29.22,2001,29.22,2001,29.22,2001,29.22,2001
29.23,0,29.23,0,29.23,0,29.23,0,29.23,1980,29.23,2119,29.23,1953,29.23,1987,29.23,0,29.23,0,29.23,0,29.23,0,29.23,2001,29.23,2001,29.23,2001,29.23,2001
29.24,0,29.24,0,29.24,0,29.24,0,29.24,1992,29.24,1957,29.24,1935,29.24,1998,29.24,0,29.24,0,29.24,0,29.24,0,29.24,2001,29.24,2001,29.24,2001,29.24,2001
29.25,0,29.25,0,29.25,0,29.25,0,29.25,1999,29.25,2010,29.25,1986,29.25,2006,29.25,0,29.25,0,29.25,0,29.25,0,29.25,2001,29.25,2001,29.25,2001,29.25,2001
29.26,0,29.26,0,29.26,0,29.26,0,29.26,2010,29.26,1940,29.26,1914,29.26,1984,29.26,0,29.26,0,29.26,0,29.26,0,29.26,2001,29.26,2001,29.26,2001,29.26,2001
29.27,0,29.27,0,29.27,0,29.27,0,29.27,2002,29.27,2001,29.27,1965,29.27,2002,29.27,0,29.27,0,29.27,0,29.27,0,29.27,2001,29.27,2001,29.27,2001,29.27,2001
29.28,0,29.28,0,29.28,0,29.28,0,29.28,2047,29.28,2140,29.28,1990,29.28,2007,29.28,0,29.28,0,29.28,0,29.28,0,29.28,2001,29.28,2001,29.28,2001,29.28,2001
29.29,0,29.29,0,29.29,0,29.29,0,29.29,2012,29.29,2071,29.29,1999,29.29,1983,29.29,0,29.29,0,29.29,0,29.29,0,29.29,2001,29.29,2001,29.29,2001,29.29,2001
29.3,0,29.3,0,29.3,0,29.3,0,29.3,2007,29.3,2038,29.3,2440,29.3,2127,29.3,0,29.3,0,29.3,0,29.3,0,29.3,2001,29.3,2001,29.3,2001,29.3,2001
29.31,0,29.31,0,29.31,0,29.31,0,29.31,1999,29.31,1980,29.31,1995,29.31,1921,29.31,0,29.31,0,29.31,0,29.31,0,29.31,2001,29.31,2001,29.31,2001,29.31,2001
29.32,0,29.32,0,29.32,0,29.32,0,29.32,2018,29.32,2057,29.32,1994,29.32,2001,29.32,0,29.32,0,29.32,0,29.32,0,29.32,2001,29.32,2001,29.32,2001,29.32,2001
29.33,0,29.33,0,29.33,0,29.33,0,29.33,2037,29.33,2080,29.33,1975,29.33,2137,29.33,0,29.33,0,29.33,0,29.33,0,29.33,2001,29.33,2001,29.33,2001,29.33,2001
29.34,0,29.34,0,29.34,0,29.34,0,29.34,2014,29.34,2004,29.34,2005,29.34,2024,29.34,0,29.34,0,29.34,0,29.34,0,29.34,2001,29.34,2001,29.34,2001,29.34,2001
29.35,0,29.35,0,29.35,0,29.35,0,29.35,2020,29.35,1934,29.35,2041,29.35,1977,29.35,0,29.35,0,29.35,0,29.35,0,29.35,2001,29.35,2001,29.35,2001,29.35,2001
29.36,0,29.36,0,29.36,0,29.36,0,29.36,1987,29.36,1946,29.36,1976,29.36,2006,29.36,0,29.36,0,29.36,0,29.36,0,29.36,2001,29.36,2001,29.36,2001,29.36,2001
29.37,0,29.37,0,29.37,0,29.37,0,29.37,1992,29.37,1934,29.37,1993,29.37,2010,29.37,0,29.37,0,29.37,0,29.37,0,29.37,2001,29.37,2001,29.37,2001,29.37,2001
29.38,0,29.38,0,29.38,0,29.38,0,29.38,2004,29.38,1978,29.38,1994,29.38,1978,29.38,0,29.38,0,29.38,0,29.38,0,29.38,2001,29.38,2001,29.38,2001,29.38,2001
29.39,0,29.39,0,29.39,0,29.39,0,29.39,2004,29.39,2111,29.39,1977,29.39,2049,29.39,0,29.39,0,29.39,0,29.39,0,29.39,2001,29.39,2001,29.39,2001,29.39,2001
29.4,0,29.4,0,29.4,0,29.4,0,29.4,1997,29.4,2000,29.4,2000,29.4,2082,29.4,0,29.4,0,29.4,0,29.4,0,29.4,2001,29.4,2001,29.4,2001,29.4,2001
29.41,0,29.41,0,29.41,0,29.41,0,29.41,1991,29.41,1990,29.41,2032,29.41,1986,29.41,0,29.41,0,29.41,0,29.41,0,29.41,2001,29.41,2001,29.41,2001,29.41,2001
29.42,0,29.42,0,29.42,0,29.42,0,29.42,2010,29.42,1989,29.42,2014,29.42,2021,29.42,0,29.42,0,29.42,0,29.42,0,29.42,2001,29.42,2001,29.42,2001,29.42,2001
29.43,0,29.43,0,29.43,0,29.43,0,29.43,1953,29.43,2015,29.43,1996,29.43,2007,29.43,0,29.43,0,29.43,0,29.43,0,29.43,2001,29.43,2001,29.43,2001,29.43,2001
29.44,0,29.44,0,29.44,0,29.44,0,29.44,2005,29.44,1999,29.44,1974,29.44,1985,29.44,0,29.44,0,29.44,0,29.44,0,29.44,2001,29.44,2001,29.44,2001,29.44,2001
29.45,0,29.45,0,29.45,0,29.45,0,29.45,1998,29.45,2021,29.45,1963,29.45,2024,29.45,0,29.45,0,29.45,0,29.45,0,29.45,2001,29.45,2001,29.45,2001,29.45,2001
29.46,0,29.46,0,29.46,0,29.46,0,29.46,1982,29.46,2004,29.46,1982,29.46,1999,29.46,0,29.46,0,29.46,0,29.46,0,29.46,2001,29.46,2001,29.46,2001,29.46,2001
29.47,0,29.47,0,29.47,0,29.47,0,29.47,1992,29.47,1980,29.47,1948,29.47,1998,29.47,0,29.47,0,29.47,0,29.47,0,29.47,2001,29.47,2001,29.47,2001,29.47,2001
29.48,0,29.48,0,29.48,0,29.48,0,29.48,2106,29.48,2007,29.48,1994,29.48,2002,29.48,0,29.48,0,29.48,0,29.48,0,29.48,2001,29.48,2001,29.48,2001,29.48,2001
29.49,0,29.49,0,29.49,0,29.49,0,29.49,1987,29.49,1980,29.49,1976,29.49,2000,29.49,0,29.49,0,29.49,0,29.49,0,29.49,2001,29.49,2001,29.49,2001,29.49,2001
29.5,0,29.5,0,29.5,0,29.5,0,29.5,1997,29.5,1929,29.5,2098,29.5,1983,29.5,0,29.5,0,29.5,0,29.5,0,29.5,2001,29.5,2001,29.5,2001,29.5,2001
29.51,0,29.51,0,29.51,0,29.51,0,29.51,1997,29.51,1995,29.51,2024,29.51,2044,29.51,0,29.51,0,29.51,0,29.51,0,29.51,2001,29.51,2001,29.51,2001,29.51,2001
29.52,0,29.52,0,29.52,0,29.52,0,29.52,2061,29.52,1996,29.52,1988,29.52,1996,29.52,0,29.52,0,29.52,0,29.52,0,29.52,2001,29.52,2001,29.52,2001,29.52,2001
29.53,0,29.53,0,29.53,0,29.53,0,29.53,2012,29.53,1950,29.53,2014,29.53,2078,29.53,0,29.53,0,29.53,0,29.53,0,29.53,2001,29.53,2001,29.53,2001,29.53,2001
29.54,0,29.54,0,29.54,0,29.54,0,29.54,2000,29.54,1985,29.54,1983,29.54,1978,29.54,0,29.54,0,29.54,0,29.54,0,29.54,2001,29.54,2001,29.54,2001,29.54,2001
29.55,0,29.55,0,29.55,0,29.55,0,29.55,1995,29.55,1994,29.55,1975,29.55,2002,29.55,0,29.55,0,29.55,0,29.55,0,29.55,2001,29.55,2001,29.55,2001,29.55,2001
29.56,0,29.56,0,29.56,0,29.56,0,29.56,1992,29.56,2010,29.56,1990,29.56,2207,29.56,0,29.56,0,29.56,0,29.56,0,29.56,2001,29.56,2001,29.56,2001,29.56,2001
29.57,0,29.57,0,29.57,0,29.57,0,29.57,1992,29.57,1960,29.57,1944,29.57,1990,29.57,0,29.57,0,29.57,0,29.57,0,29.57,2001,29.57,2001,29.57,2001,29.57,2001
29.58,0,29.58,0,29.58,0,29.58,0,29.58,2004,29.58,1993,29.58,2021,29.58,1981,29.58,0,29.58,0,29.58,0,29.58,0,29.58,2001,29.58,2001,29.58,2001,29.58,2001
29.59,0,29.59,0,29.59,0,29.59,0,29.59,1995,29.59,2075,29.59,1995,29.59,1976,29.59,0,29.59,0,29.59,0,29.59,0,29.59,2001,29.59,2001,29.59,2001,29.59,2001
29.6,0,29.6,0,29.6,0,29.6,0,29.6,1997,29.6,2110,29.6,1985,29.6,1901,29.6,0,29.6,0,29.6,0,29.6,0,29.6,2001,29.6,2001,29.6,2001,29.6,2001
29.61,0,29.61,0,29.61,0,29.61,0,29.61,2011,29.61,1985,29.61,1992,29.61,1981,29.61,0,29.61,0,29.61,0,29.61,0,29.61,2001,29.61,2001,29.61,2001,29.61,2001
29.62,0,29.62,0,29.62,0,29.62,0,29.62,2020,29.62,2004,29.62,2015,29.62,1986,29.62,0,29.62,0,29.62,0,29.62,0,29.62,2001,29.62,2001,29.62,2001,29.62,2001
29.63,0,29.63,0,29.63,0,29.63,0,29.63,2009,29.63,1968,29.63,2002,29.63,2052,29.63,0,29.63,0,29.63,0,29.63,0,29.63,2001,29.63,2001,29.63,2001,29.63,2001
29.64,0,29.64,0,29.64,0,29.64,0,29.64,2000,29.64,2017,29.64,1964,29.64,1985,29.64,0,29.64,0,29.64,0,29.64,0,29.64,2001,29.64,2001,29.64,2001,29.64,2001
29.65,0,29.65,0,29.65,0,29.65,0,29.65,2007,29.65,2000,29.65,2061,29.65,1992,29.65,0,29.65,0,29.65,0,29.65,0,29.65,2001,29.65,2001,29.65,2001,29.65,2001
29.66,0,29.66,0,29.66,0,29.66,0,29.66,1995,29.66,1992,29.66,2007,29.66,2078,29.66,0,29.66,0,29.66,0,29.66,0,29.66,2001,29.66,2001,29.66,2001,29.66,2001
29.67,0,29.67,0,29.67,0,29.67,0,29.67,1986,29.67,1995,29.67,2037,29.67,2023,29.67,0,29.67,0,29.67,0,29.67,0,29.67,2001,29.67,2001,29.67,2001,29.67,2001
29.68,0,29.68,0,29.68,0,29.68,0,29.68,2016,29.68,1996,29.68,2084,29.68,2024,29.68,0,29.68,0,29.68,0,29.68,0,29.68,2001,29.68,2001,29.68,2001,29.68,2001
29.69,0,29.69,0,29.69,0,29.69,0,29.69,2009,29.69,1998,29.69,2015,29.69,1969,29.69,0,29.69,0,29.69,0,29.69,0,29.69,2001,29.69,2001,29.69,2001,29.69,2001
29.7,0,29.7,0,29.7,0,29.7,0,29.7,2006,29.7,2004,29.7,1993,29.7,1968,29.7,0,29.7,0,29.7,0,29.7,0,29.7,2001,29.7,2001,29.7,2001,29.7,2001
29.71,0,29.71,0,29.71,0,29.71,0,29.71,2011,29.71,1972,29.71,2024,29.71,2002,29.71,0,29.71,0,29.71,0,29.71,0,29.71,2001,29.71,2001,29.71,2001,29.71,2001
29.72,0,29.72,0,29.72,0,29.72,0,29.72,2004,29.72,1979,29.72,2148,29.72,2106,29.72,0,29.72,0,29.72,0,29.72,0,29.72,2001,29.72,2001,29.72,2001,29.72,2001
29.73,0,29.73,0,29.73,0,29.73,0,29.73,2035,29.73,1998,29.73,2062,29.73,1990,29.73,0,29.73,0,29.73,0,29.73,0,29.73,2001,29.73,2001,29.73,2001,29.73,2001
29.74,0,29.74,0,29.74,0,29.74,0,29.74,2009,29.74,1985,29.74,2127,29.74,2001,29.74,0,29.74,0,29.74,0,29.74,0,29.74,2001,29.74,2001,29.74,2001,29.74,2001
29.75,0,29.75,0,29.75,0,29.75,0,29.75,2004,29.75,1972,29.75,1986,29.75,1983,29.75,0,29.75,0,29.75,0,29.75,0,29.75,2001,29.75,2001,29.75,2001,29.75,2001
29.76,0,29.76,0,29.76,0,29.76,0,29.76,2012,29.76,1989,29.76,1978,29.76,2132,29.76,0,29.76,0,29.76,0,29.76,0,29.76,2001,29.76,2001,29.76,2001,29.76,2001
29.77,0,29.77,0,29.77,0,29.77,0,29.77,2009,29.77,1986,29.77,2080,29.77,2075,29.77,0,29.77,0,29.77,0,29.77,0,29.77,2001,29.77,2001,29.77,2001,29.77,2001
29.78,0,29.78,0,29.78,0,29.78,0,29.78,2026,29.78,1987,29.78,1979,29.78,1968,29.78,0,29.78,0,29.78,0,29.78,0,29.78,2001,29.78,2001,29.78,2001,29.78,2001
29.79,0,29.79,0,29.79,0,29.79,0,29.79,1980,29.79,2022,29.79,1970,29.79,2009,29.79,0,29.79,0,29.79,0,29.79,0,29.79,2001,29.79,2001,29.79,2001,29.79,2001
29.8,0,29.8,0,29.8,0,29.8,0,29.8,2008,29.8,1970,29.8,1998,29.8,1965,29.8,0,29.8,0,29.8,0,29.8,0,29.8,2001,29.8,2001,29.8,2001,29.8,2001
29.81,0,29.81,0,29.81,0,29.81,0,29.81,1979,29.81,1986,29.81,1995,29.81,1980,29.81,0,29.81,0,29.81,0,29.81,0,29.81,2001,29.81,2001,29.81,2001,29.81,2001
29.82,0,29.82,0,29.82,0,29.82,0,29.82,1998,29.82,1996,29.82,1998,29.82,2008,29.82,0,29.82,0,29.82,0,29.82,0,29.82,2001,29.82,2001,29.82,2001,29.82,2001
29.83,0,29.83,0,29.83,0,29.83,0,29.83,1960,29.83,1974,29.83,2019,29.83,1965,29.83,0,29.83,0,29.83,0,29.83,0,29.83,2001,29.83,2001,29.83,2001,29.83,2001
29.84,0,29.84,0,29.84,0,29.84,0,29.84,1986,29.84,1999,29.84,2060,29.84,1968,29.84,0,29.84,0,29.84,0,29.84,0,29.84,2001,29.84,2001,29.84,2001,29.84,2001
29.85,0,29.85,0,29.85,0,29.85,0,29.85,1950,29.85,2068,29.85,1972,29.85,2024,29.85,0,29.85,0,29.85,0,29.85,0,29.85,2001,29.85,2001,29.85,2001,29.85,2001
29.86,0,29.86,0,29.86,0,29.86,0,29.86,2000,29.86,1990,29.86,1989,29.86,2014,29.86,0,29.86,0,29.86,0,29.86,0,29.86,2001,29.86,2001,29.86,2001,29.86,2001
29.87,0,29.87,0,29.87,0,29.87,0,29.87,2008,29.87,1988,29.87,1944,29.87,1984,29.87,0,29.87,0,29.87,0,29.87,0,29.87,2001,29.87,2001,29.87,2001,29.87,2001
29.88,0,29.88,0,29.88,0,29.88,0,29.88,2015,29.88,2015,29.88,1988,29.88,1986,29.88,0,29.88,0,29.88,0,29.88,0,29.88,2001,29.88,2001,29.88,2001,29.88,2001
29.89,0,29.89,0,29.89,0,29.89,0,29.89,1941,29.89,2056,29.89,1957,29.89,1999,29.89,0,29.89,0,29.89,0,29.89,0,29.89,2001,29.89,2001,29.89,2001,29.89,2001
29.9,0,29.9,0,29.9,0,29.9,0,29.9,1946,29.9,2022,29.9,2021,29.9,1996,29.9,0,29.9,0,29.9,0,29.9,0,29.9,2001,29.9,2001,29.9,2001,29.9,2001
29.91,0,29.91,0,29.91,0,29.91,0,29.91,1958,29.91,1992,29.91,1973,29.91,1993,29.91,0,29.91,0,29.91,0,29.91,0,29.91,2001,29.91,2001,29.91,2001,29.91,2001
29.92,0,29.92,0,29.92,0,29.92,0,29.92,1992,29.92,2010,29.92,1981,29.92,2014,29.92,0,29.92,0,29.92,0,29.92,0,29.92,2001,29.92,2001,29.92,2001,29.92,2001
29.93,0,29.93,0,29.93,0,29.93,0,29.93,2000,29.93,1956,29.93,1991,29.93,1992,29.93,0,29.93,0,29.93,0,29.93,0,29.93,2001,29.93,2001,29.93,2001,29.93,2001
29.94,0,29.94,0,29.94,0,29.94,0,29.94,2040,29.94,1996,29.94,1983,29.94,2014,29.94,0,29.94,0,29.94,0,29.94,0,29.94,2001,29.94,2001,29.94,2001,29.94,2001
29.95,0,29.95,0,29.95,0,29.95,0,29.95,1978,29.95,1960,29.95,1965,29.95,2015,29.95,0,29.95,0,29.95,0,29.95,0,29.95,2001,29.95,2001,29.95,2001,29.95,2001
29.96,0,29.96,0,29.96,0,29.96,0,29.96,1969,29.96,2009,29.96,2002,29.96,2020,29.96,0,29.96,0,29.96,0,29.96,0,29.96,2001,29.96,2001,29.96,2001,29.96,2001
29.97,0,29.97,0,29.97,0,29.97,0,29.97,1983,29.97,2001,29.97,1992,29.97,1956,29.97,0,29.97,0,29.97,0,29.97,0,29.97,2001,29.97,2001,29.97,2001,29.97,2001
29.98,0,29.98,0,29.98,0,29.98,0,29.98,2012,29.98,2006,29.98,2024,29.98,1954,29.98,0,29.98,0,29.98,0,29.98,0,29.98,2001,29.98,2001,29.98,2001,29.98,2001
29.99,0,29.99,0,29.99,0,29.99,0,29.99,1989,29.99,2006,29.99,2002,29.99,1975,29.99,0,29.99,0,29.99,0,29.99,0,29.99,2001,29.99,2001,29.99,2001,29.99,2001
30,0,30,0,30,0,30,0,30,2050,30,1988,30,1994,30,2011,30,0,30,0,30,0,30,0,30,2001,30,2001,30,2001,30,2001
30.01,0,30.01,0,30.01,0,30.01,0,30.01,2017,30.01,1996,30.01,2023,30.01,1996,30.01,0,30.01,0,30.01,0,30.01,0,30.01,2001,30.01,2001,30.01,2001,30.01,2001
30.02,0,30.02,0,30.02,0,30.02,0,30.02,1975,30.02,2041,30.02,2011,30.02,1948,30.02,0,30.02,0,30.02,0,30.02,0,30.02,2001,30.02,2001,30.02,2001,30.02,2001
30.03,0,30.03,0,30.03,0,30.03,0,30.03,1993,30.03,2082,30.03,1997,30.03,2019,30.03,0,30.03,0,30.03,0,30.03,0,30.03,2001,30.03,2001,30.03,2001,30.03,2001
30.04,0,30.04,0,30.04,0,30.04,0,30.04,2013,30.04,1992,30.04,2016,30.04,2008,30.04,0,30.04,0,30.04,0,30.04,0,30.04,2001,30.04,2001,30.04,2001,30.04,2001
30.05,0,30.05,0,30.05,0,30.05,0,30.05,2125,30.05,2067,30.05,2018,30.05,1995,30.05,0,30.05,0,30.05,0,30.05,0,30.05,2001,30.05,2001,30.05,2001,30.05,2001
30.06,0,30.06,0,30.06,0,30.06,0,30.06,1985,30.06,1956,30.06,2005,30.06,1986,30.06,0,30.06,0,30.06,0,30.06,0,30.06,2001,30.06,2001,30.06,2001,30.06,2001
30.07,0,30.07,0,30.07,0,30.07,0,30.07,2134,30.07,1983,30.07,1981,30.07,2013,30.07,0,30.07,0,30.07,0,30.07,0,30.07,2001,30.07,2001,30.07,2001,30.07,2001
30.08,0,30.08,0,30.08,0,30.08,0,30.08,2007,30.08,1975,30.08,2006,30.08,1979,30.08,0,30.08,0,30.08,0,30.08,0,30.08,2001,30.08,2001,30.08,2001,30.08,2001
30.09,0,30.09,0,30.09,0,30.09,0,30.09,1980,30.09,1952,30.09,1965,30.09,2005,30.09,0,30.09,0,30.09,0,30.09,0,30.09,2001,30.09,2001,30.09,2001,30.09,2001
30.1,0,30.1,0,30.1,0,30.1,0,30.1,1993,30.1,2142,30.1,1978,30.1,1989,30.1,0,30.1,0,30.1,0,30.1,0,30.1,2001,30.1,2001,30.1,2001,30.1,2001
30.11,0,30.11,0,30.11,0,30.11,0,30.11,1984,30.11,1995,30.11,2007,30.11,1980,30.11,0,30.11,0,30.11,0,30.11,0,30.11,2001,30.11,2001,30.11,2001,30.11,2001
30.12,0,30.12,0,30.12,0,30.12,0,30.12,2017,30.12,1986,30.12,2001,30.12,1985,30.12,0,30.12,0,30.12,0,30.12,0,30.12,2001,30.12,2001,30.12,2001,30.12,2001
30.13,0,30.13,0,30.13,0,30.13,0,30.13,2032,30.13,1974,30.13,1995,30.13,2003,30.13,0,30.13,0,30.13,0,30.13,0,30.13,2001,30.13,2001,30.13,2001,30.13,2001
30.14,0,30.14,0,30.14,0,30.14,0,30.14,2009,30.14,1955,30.14,2032,30.14,2030,30.14,0,30.14,0,30.14,0,30.14,0,30.14,2001,30.14,2001,30.14,2001,30.14,2001
30.15,0,30.15,0,30.15,0,30.15,0,30.15,1998,30.15,1973,30.15,1948,30.15,2002,30.15,0,30.15,0,30.15,0,30.15,0,30.15,2001,30.15,2001,30.15,2001,30.15,2001
30.16,0,30.16,0,30.16,0,30.16,0,30.16,1960,30.16,1996,30.16,1967,30.16,2005,30.16,0,30.16,0,30.16,0,30.16,0,30.16,2001,30.16,2001,30.16,2001,30.16,2001
30.17,0,30.17,0,30.17,0,30.17,0,30.17,2015,30.17,1964,30.17,2047,30.17,2027,30.17,0,30.17,0,30.17,0,30.17,0,30.17,2001,30.17,2001,30.17,2001,30.17,2001
30.18,0,30.18,0,30.18,0,30.18,0,30.18,1989,30.18,1987,30.18,2000,30.18,2015,30.18,0,30.18,0,30.18,0,30.18,0,30.18,2001,30.18,2001,30.18,2001,30.18,2001
30.19,0,30.19,0,30.19,0,30.19,0,30.19,1983,30.19,1946,30.19,2007,30.19,2016,30.19,0,30.19,0,30.19,0,30.19,0,30.19,2001,30.19,2001,30.19,2001,30.19,2001
30.2,0,30.2,0,30.2,0,30.2,0,30.2,2033,30.2,1968,30.2,1966,30.2,1991,30.2,0,30.2,0,30.2,0,30.2,0,30.2,2001,30.2,2001,30.2,2001,30.2,2001
30.21,0,30.21,0,30.21,0,30.21,0,30.21,1994,30.21,2032,30.21,2020,30.21,2004,30.21,0,30.21,0,30.21,0,30.21,0,30.21,2001,30.21,2001,30.21,2001,30.21,2001
30.22,0,30.22,0,30.22,0,30.22,0,30.22,1997,30.22,2018,30.22,2020,30.22,1997,30.22,0,30.22,0,30.22,0,30.22,0,30.22,2001,30.22,2001,30.22,2001,30.22,2001
30.23,0,30.23,0,30.23,0,30.23,0,30.23,1998,30.23,1994,30.23,1978,30.23,1982,30.23,0,30.23,0,30.23,0,30.23,0,30.23,2001,30.23,2001,30.23,2001,30.23,2001
30.24,0,30.24,0,30.24,0,30.24,0,30.24,2014,30.24,2006,30.24,1990,30.24,1991,30.24,0,30.24,0,30.24,0,30.24,0,30.24,2001,30.24,2001,30.24,2001,30.24,2001
30.25,0,30.25,0,30.25,0,30.25,0,30.25,2001,30.25,1997,30.25,2082,30.25,2009,30.25,0,30.25,0,30.25,0,30.25,0,30.25,2001,30.25,2001,30.25,2001,30.25,2001
30.26,0,30.26,0,30.26,0,30.26,0,30.26,2007,30.26,2017,30.26,2005,30.26,1979,30.26,0,30.26,0,30.26,0,30.26,0,30.26,2001,30.26,2001,30.26,2001,30.26,2001
30.27,0,30.27,0,30.27,0,30.27,0,30.27,2004,30.27,2014,30.27,1974,30.27,1989,30.27,0,30.27,0,30.27,0,30.27,0,30.27,2001,30.27,2001,30.27,2001,30.27,2001
30.28,0,30.28,0,30.28,0,30.28,0,30.28,2000,30.28,2034,30.28,2075,30.28,2014,30.28,0,30.28,0,30.28,0,30.28,0,30.28,2001,30.28,2001,30.28,2001,30.28,2001
30.29,0,30.29,0,30.29,0,30.29,0,30.29,1977,30.29,2006,30.29,1993,30.29,1990,30.29,0,30.29,0,30.29,0,30.29,0,30.29,2001,30.29,2001,30.29,2001,30.29,2001
30.3,0,30.3,0,30.3,0,30.3,0,30.3,2006,30.3,2056,30.3,1995,30.3,1976,30.3,0,30.3,0,30.3,0,30.3,0,30.3,2001,30.3,2001,30.3,2001,30.3,2001
30.31,0,30.31,0,30.31,0,30.31,0,30.31,2008,30.31,2002,30.31,1969,30.31,2008,30.31,0,30.31,0,30.31,0,30.31,0,30.31,2001,30.31,2001,30.31,2001,30.31,2001
30.32,0,30.32,0,30.32,0,30.32,0,30.32,1968,30.32,2012,30.32,1984,30.32,1976,30.32,0,30.32,0,30.32,0,30.32,0,30.32,2001,30.32,2001,30.32,2001,30.32,2001
30.33,0,30.33,0,30.33,0,30.33,0,30.33,1984,30.33,1975,30.33,1983,30.33,1982,30.33,0,30.33,0,30.33,0,30.33,0,30.33,2001,30.33,2001,30.33,2001,30.33,2001
30.34,0,30.34,0,30.34,0,30.34,0,30.34,1983,30.34,2004,30.34,1979,30.34,2001,30.34,0,30.34,0,30.34,0,30.34,0,30.34,2001,30.34,2001,30.34,2001,30.34,2001
30.35,0,30.35,0,30.35,0,30.35,0,30.35,1956,30.35,1981,30.35,2010,30.35,1981,30.35,0,30.35,0,30.35,0,30.35,0,30.35,2001,30.35,2001,30.35,2001,30.35,2001
30.36,0,30.36,0,30.36,0,30.36,0,30.36,1994,30.36,2003,30.36,1992,30.36,2002,30.36,0,30.36,0,30.36,0,30.36,0,30.36,2001,30.36,2001,30.36,2001,30.36,2001
30.37,0,30.37,0,30.37,0,30.37,0,30.37,1985,30.37,1967,30.37,2014,30.37,2034,30.37,0,30.37,0,30.37,0,30.37,0,30.37,2001,30.37,2001,30.37,2001,30.37,2001
30.38,0,30.38,0,30.38,0,30.38,0,30.38,2042,30.38,1994,30.38,2000,30.38,2010,30.38,0,30.38,0,30.38,0,30.38,0,30.38,2001,30.38,2001,30.38,2001,30.38,2001
30.39,0,30.39,0,30.39,0,30.39,0,30.39,2021,30.39,1972,30.39,2062,30.39,1983,30.39,0,30.39,0,30.39,0,30.39,0,30.39,2001,30.39,2001,30.39,2001,30.39,2001
30.4,0,30.4,0,30.4,0,30.4,0,30.4,2019,30.4,2004,30.4,1982,30.4,2040,30.4,0,30.4,0,30.4,0,30.4,0,30.4,2001,30.4,2001,30.4,2001,30.4,2001
30.41,0,30.41,0,30.41,0,30.41,0,30.41,2000,30.41,1984,30.41,2083,30.41,1964,30.41,0,30.41,0,30.41,0,30.41,0,30.41,2001,30.41,2001,30.41,2001,30.41,2001
30.42,0,30.42,0,30.42,0,30.42,0,30.42,1989,30.42,1991,30.42,1998,30.42,2004,30.42,0,30.42,0,30.42,0,30.42,0,30.42,2001,30.42,2001,30.42,2001,30.42,2001
30.43,0,30.43,0,30.43,0,30.43,0,30.43,2006,30.43,1988,30.43,1981,30.43,1968,30.43,0,30.43,0,30.43,0,30.43,0,30.43,2001,30.43,2001,30.43,2001,30.43,2001
30.44,0,30.44,0,30.44,0,30.44,0,30.44,2022,30.44,2005,30.44,2002,30.44,1999,30.44,0,30.44,0,30.44,0,30.44,0,30.44,2001,30.44,2001,30.44,2001,30.44,2001
30.45,0,30.45,0,30.45,0,30.45,0,30.45,1984,30.45,2000,30.45,2020,30.45,1977,30.45,0,30.45,0,30.45,0,30.45,0,30.45,2001,30.45,2001,30.45,2001,30.45,2001
30.46,0,30.46,0,30.46,0,30.46,0,30.46,1975,30.46,2007,30.46,1996,30.46,2011,30.46,0,30.46,0,30.46,0,30.46,0,30.46,2001,30.46,2001,30.46,2001,30.46,2001
30.47,0,30.47,0,30.47,0,30.47,0,30.47,1990,30.47,1978,30.47,1983,30.47,1974,30.47,0,30.47,0,30.47,0,30.47,0,30.47,2001,30.47,2001,30.47,2001,30.47,2001
