X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16
10.13,0,10.13,0,10.13,0,10.13,0,10.13,2072,10.13,1969,10.13,2004,10.13,2010,10.13,0,10.13,0,10.13,0,10.13,0,10.13,2001,10.13,2001,10.13,2001,10.13,2001
10.14,0,10.14,0,10.14,0,10.14,0,10.14,1988,10.14,1986,10.14,2060,10.14,2012,10.14,0,10.14,0,10.14,0,10.14,0,10.14,2001,10.14,2001,10.14,2001,10.14,2001
10.15,0,10.15,0,10.15,0,10.15,0,10.15,1966,10.15,2021,10.15,1993,10.15,1978,10.15,0,10.15,0,10.15,0,10.15,0,10.15,2001,10.15,2001,10.15,2001,10.15,2001
10.16,0,10.16,0,10.16,0,10.16,0,10.16,2024,10.16,1984,10.16,2016,10.16,2010,10.16,0,10.16,0,10.16,0,10.16,0,10.16,2001,10.16,2001,10.16,2001,10.16,2001
10.17,0,10.17,0,10.17,0,10.17,0,10.17,1981,10.17,2077,10.17,2327,10.17,1987,10.17,0,10.17,0,10.17,0,10.17,0,10.17,2001,10.17,2001,10.17,2001,10.17,2001
10.18,0,10.18,0,10.18,0,10.18,0,10.18,2033,10.18,2002,10.18,1989,10.18,1990,10.18,0,10.18,0,10.18,0,10.18,0,10.18,2001,10.18,2001,10.18,2001,10.18,2001
10.19,0,10.19,0,10.19,0,10.19,0,10.19,1945,10.19,1982,10.19,2014,10.19,2013,10.19,0,10.19,0,10.19,0,10.19,0,10.19,2001,10.19,2001,10.19,2001,10.19,2001
10.2,0,10.2,0,10.2,0,10.2,0,10.2,1958,10.2,2114,10.2,1899,10.2,2000,10.2,0,10.2,0,10.2,0,10.2,0,10.2,2001,10.2,2001,10.2,2001,10.2,2001
10.21,0,10.21,0,10.21,0,10.21,0,10.21,1988,10.21,1947,10.21,2005,10.21,1988,10.21,0,10.21,0,10.21,0,10.21,0,10.21,2001,10.21,2001,10.21,2001,10.21,2001
10.22,0,10.22,0,10.22,0,10.22,0,10.22,1983,10.22,1946,10.22,2016,10.22,2079,10.22,0,10.22,0,10.22,0,10.22,0,10.22,2001,10.22,2001,10.22,2001,10.22,2001
10.23,0,10.23,0,10.23,0,10.23,0,10.23,2026,10.23,1978,10.23,1974,10.23,1990,10.23,0,10.23,0,10.23,0,10.23,0,10.23,2001,10.23,2001,10.23,2001,10.23,2001
10.24,0,10.24,0,10.24,0,10.24,0,10.24,1996,10.24,2003,10.24,1996,10.24,1976,10.24,0,10.24,0,10.24,0,10.24,0,10.24,2001,10.24,2001,10.24,2001,10.24,2001
10.25,0,10.25,0,10.25,0,10.25,0,10.25,1982,10.25,1982,10.25,1915,10.25,2022,10.25,0,10.25,0,10.25,0,10.25,0,10.25,2001,10.25,2001,10.25,2001,10.25,2001
10.26,0,10.26,0,10.26,0,10.26,0,10.26,1989,10.26,2000,10.26,2067,10.26,2002,10.26,0,10.26,0,10.26,0,10.26,0,10.26,2001,10.26,2001,10.26,2001,10.26,2001
10.27,0,10.27,0,10.27,0,10.27,0,10.27,2062,10.27,2006,10.27,2043,10.27,1981,10.27,0,10.27,0,10.27,0,10.27,0,10.27,2001,10.27,2001,10.27,2001,10.27,2001
10.28,0,10.28,0,10.28,0,10.28,0,10.28,2016,10.28,1994,10.28,2115,10.28,2104,10.28,0,10.28,0,10.28,0,10.28,0,10.28,2001,10.28,2001,10.28,2001,10.28,2001
10.29,0,10.29,0,10.29,0,10.29,0,10.29,1998,10.29,2003,10.29,1969,10.29,2001,10.29,0,10.29,0,10.29,0,10.29,0,10.29,2001,10.29,2001,10.29,2001,10.29,2001
10.3,0,10.3,0,10.3,0,10.3,0,10.3,1992,10.3,2002,10.3,1976,10.3,2003,10.3,0,10.3,0,10.3,0,10.3,0,10.3,2001,10.3,2001,10.3,2001,10.3,2001
10.31,0,10.31,0,10.31,0,10.31,0,10.31,1990,10.31,1988,10.31,2106,10.31,2010,10.31,0,10.31,0,10.31,0,10.31,0,10.31,2001,10.31,2001,10.31,2001,10.31,2001
10.32,0,10.32,0,10.32,0,10.32,0,10.32,2039,10.32,2013,10.32,2075,10.32,2060,10.32,0,10.32,0,10.32,0,10.32,0,10.32,2001,10.32,2001,10.32,2001,10.32,2001
10.33,0,10.33,0,10.33,0,10.33,0,10.33,1999,10.33,2015,10.33,1987,10.33,1921,10.33,0,10.33,0,10.33,0,10.33,0,10.33,2001,10.33,2001,10.33,2001,10.33,2001
10.34,0,10.34,0,10.34,0,10.34,0,10.34,1969,10.34,1979,10.34,2014,10.34,1988,10.34,0,10.34,0,10.34,0,10.34,0,10.34,2001,10.34,2001,10.34,2001,10.34,2001
10.35,0,10.35,0,10.35,0,10.35,0,10.35,2026,10.35,1966,10.35,1977,10.35,2000,10.35,0,10.35,0,10.35,0,10.35,0,10.35,2001,10.35,2001,10.35,2001,10.35,2001
10.36,0,10.36,0,10.36,0,10.36,0,10.36,1972,10.36,2006,10.36,1984,10.36,1990,10.36,0,10.36,0,10.36,0,10.36,0,10.36,2001,10.36,2001,10.36,2001,10.36,2001
10.37,0,10.37,0,10.37,0,10.37,0,10.37,1984,10.37,1999,10.37,1999,10.37,1992,10.37,0,10.37,0,10.37,0,10.37,0,10.37,2001,10.37,2001,10.37,2001,10.37,2001
10.38,0,10.38,0,10.38,0,10.38,0,10.38,1987,10.38,2002,10.38,1979,10.38,2120,10.38,0,10.38,0,10.38,0,10.38,0,10.38,2001,10.38,2001,10.38,2001,10.38,2001
10.39,0,10.39,0,10.39,0,10.39,0,10.39,2027,10.39,1994,10.39,1987,10.39,1994,10.39,0,10.39,0,10.39,0,10.39,0,10.39,2001,10.39,2001,10.39,2001,10.39,2001
10.4,0,10.4,0,10.4,0,10.4,0,10.4,1993,10.4,1986,10.4,2004,10.4,2010,10.4,0,10.4,0,10.4,0,10.4,0,10.4,2001,10.4,2001,10.4,2001,10.4,2001
10.41,0,10.41,0,10.41,0,10.41,0,10.41,1993,10.41,1998,10.41,1994,10.41,1988,10.41,0,10.41,0,10.41,0,10.41,0,10.41,2001,10.41,2001,10.41,2001,10.41,2001
10.42,0,10.42,0,10.42,0,10.42,0,10.42,2009,10.42,2020,10.42,1994,10.42,1942,10.42,0,10.42,0,10.42,0,10.42,0,10.42,2001,10.42,2001,10.42,2001,10.42,2001
10.43,0,10.43,0,10.43,0,10.43,0,10.43,2009,10.43,1992,10.43,2016,10.43,2033,10.43,0,10.43,0,10.43,0,10.43,0,10.43,2001,10.43,2001,10.43,2001,10.43,2001
10.44,0,10.44,0,10.44,0,10.44,0,10.44,1990,10.44,2003,10.44,1993,10.44,1998,10.44,0,10.44,0,10.44,0,10.44,0,10.44,2001,10.44,2001,10.44,2001,10.44,2001
10.45,0,10.45,0,10.45,0,10.45,0,10.45,2033,10.45,2000,10.45,1974,10.45,1983,10.45,0,10.45,0,10.45,0,10.45,0,10.45,2001,10.45,2001,10.45,2001,10.45,2001
10.46,0,10.46,0,10.46,0,10.46,0,10.46,1992,10.46,1987,10.46,2005,10.46,1973,10.46,0,10.46,0,10.46,0,10.46,0,10.46,2001,10.46,2001,10.46,2001,10.46,2001
10.47,0,10.47,0,10.47,0,10.47,0,10.47,1992,10.47,1953,10.47,1994,10.47,1998,10.47,0,10.47,0,10.47,0,10.47,0,10.47,2001,10.47,2001,10.47,2001,10.47,2001
10.48,0,10.48,0,10.48,0,10.48,0,10.48,1988,10.48,1981,10.48,1978,10.48,1976,10.48,0,10.48,0,10.48,0,10.48,0,10.48,2001,10.48,2001,10.48,2001,10.48,2001
10.49,0,10.49,0,10.49,0,10.49,0,10.49,2002,10.49,1973,10.49,1993,10.49,2040,10.49,0,10.49,0,10.49,0,10.49,0,10.49,2001,10.49,2001,10.49,2001,10.49,2001
10.5,0,10.5,0,10.5,0,10.5,0,10.5,2012,10.5,2084,10.5,2003,10.5,2000,10.5,0,10.5,0,10.5,0,10.5,0,10.5,2001,10.5,2001,10.5,2001,10.5,2001
10.51,0,10.51,0,10.51,0,10.51,0,10.51,2115,10.51,1986,10.51,1987,10.51,2004,10.51,0,10.51,0,10.51,0,10.51,0,10.51,2001,10.51,2001,10.51,2001,10.51,2001
10.52,0,10.52,0,10.52,0,10.52,0,10.52,2169,10.52,2064,10.52,2013,10.52,2013,10.52,0,10.52,0,10.52,0,10.52,0,10.52,2001,10.52,2001,10.52,2001,10.52,2001
10.53,0,10.53,0,10.53,0,10.53,0,10.53,1985,10.53,1992,10.53,2340,10.53,2018,10.53,0,10.53,0,10.53,0,10.53,0,10.53,2001,10.53,2001,10.53,2001,10.53,2001
10.54,0,10.54,0,10.54,0,10.54,0,10.54,1983,10.54,1992,10.54,2027,10.54,1996,10.54,0,10.54,0,10.54,0,10.54,0,10.54,2001,10.54,2001,10.54,2001,10.54,2001
10.55,0,10.55,0,10.55,0,10.55,0,10.55,1990,10.55,2107,10.55,1983,10.55,1982,10.55,0,10.55,0,10.55,0,10.55,0,10.55,2001,10.55,2001,10.55,2001,10.55,2001
10.56,0,10.56,0,10.56,0,10.56,0,10.56,1986,10.56,1989,10.56,1948,10.56,2059,10.56,0,10.56,0,10.56,0,10.56,0,10.56,2001,10.56,2001,10.56,2001,10.56,2001
10.57,0,10.57,0,10.57,0,10.57,0,10.57,1954,10.57,1990,10.57,1972,10.57,1977,10.57,0,10.57,0,10.57,0,10.57,0,10.57,2001,10.57,2001,10.57,2001,10.57,2001
10.58,0,10.58,0,10.58,0,10.58,0,10.58,1990,10.58,1951,10.58,2018,10.58,2039,10.58,0,10.58,0,10.58,0,10.58,0,10.58,2001,10.58,2001,10.58,2001,10.58,2001
10.59,0,10.59,0,10.59,0,10.59,0,10.59,1999,10.59,1974,10.59,1979,10.59,2037,10.59,0,10.59,0,10.59,0,10.59,0,10.59,2001,10.59,2001,10.59,2001,10.59,2001
10.6,0,10.6,0,10.6,0,10.6,0,10.6,2006,10.6,2130,10.6,1988,10.6,2030,10.6,0,10.6,0,10.6,0,10.6,0,10.6,2001,10.6,2001,10.6,2001,10.6,2001
10.61,0,10.61,0,10.61,0,10.61,0,10.61,2002,10.61,1994,10.61,2069,10.61,2016,10.61,0,10.61,0,10.61,0,10.61,0,10.61,2001,10.61,2001,10.61,2001,10.61,2001
10.62,0,10.62,0,10.62,0,10.62,0,10.62,2009,10.62,2095,10.62,1921,10.62,2019,10.62,0,10.62,0,10.62,0,10.62,0,10.62,2001,10.62,2001,10.62,2001,10.62,2001
10.63,0,10.63,0,10.63,0,10.63,0,10.63,1990,10.63,1977,10.63,1931,10.63,2006,10.63,0,10.63,0,10.63,0,10.63,0,10.63,2001,10.63,2001,10.63,2001,10.63,2001
10.64,0,10.64,0,10.64,0,10.64,0,10.64,2018,10.64,2082,10.64,1978,10.64,1992,10.64,0,10.64,0,10.64,0,10.64,0,10.64,2001,10.64,2001,10.64,2001,10.64,2001
10.65,0,10.65,0,10.65,0,10.65,0,10.65,1994,10.65,1987,10.65,1988,10.65,2142,10.65,0,10.65,0,10.65,0,10.65,0,10.65,2001,10.65,2001,10.65,2001,10.65,2001
10.66,0,10.66,0,10.66,0,10.66,0,10.66,1991,10.66,2012,10.66,1957,10.66,1968,10.66,0,10.66,0,10.66,0,10.66,0,10.66,2001,10.66,2001,10.66,2001,10.66,2001
10.67,0,10.67,0,10.67,0,10.67,0,10.67,1997,10.67,1991,10.67,1969,10.67,2000,10.67,0,10.67,0,10.67,0,10.67,0,10.67,2001,10.67,2001,10.67,2001,10.67,2001
10.68,0,10.68,0,10.68,0,10.68,0,10.68,2004,10.68,1989,10.68,1982,10.68,1995,10.68,0,10.68,0,10.68,0,10.68,0,10.68,2001,10.68,2001,10.68,2001,10.68,2001
10.69,0,10.69,0,10.69,0,10.69,0,10.69,2004,10.69,1958,10.69,2004,10.69,1968,10.69,0,10.69,0,10.69,0,10.69,0,10.69,2001,10.69,2001,10.69,2001,10.69,2001
10.7,0,10.7,0,10.7,0,10.7,0,10.7,1992,10.7,1993,10.7,1948,10.7,2043,10.7,0,10.7,0,10.7,0,10.7,0,10.7,2001,10.7,2001,10.7,2001,10.7,2001
10.71,0,10.71,0,10.71,0,10.71,0,10.71,1995,10.71,2025,10.71,1998,10.71,1873,10.71,0,10.71,0,10.71,0,10.71,0,10.71,2001,10.71,2001,10.71,2001,10.71,2001
10.72,0,10.72,0,10.72,0,10.72,0,10.72,1999,10.72,2013,10.72,1974,10.72,1942,10.72,0,10.72,0,10.72,0,10.72,0,10.72,2001,10.72,2001,10.72,2001,10.72,2001
10.73,0,10.73,0,10.73,0,10.73,0,10.73,1971,10.73,2004,10.73,1918,10.73,1974,10.73,0,10.73,0,10.73,0,10.73,0,10.73,2001,10.73,2001,10.73,2001,10.73,2001
10.74,0,10.74,0,10.74,0,10.74,0,10.74,1988,10.74,1998,10.74,2002,10.74,1968,10.74,0,10.74,0,10.74,0,10.74,0,10.74,2001,10.74,2001,10.74,2001,10.74,2001
10.75,0,10.75,0,10.75,0,10.75,0,10.75,2001,10.75,2005,10.75,1997,10.75,1998,10.75,0,10.75,0,10.75,0,10.75,0,10.75,2001,10.75,2001,10.75,2001,10.75,2001
10.76,0,10.76,0,10.76,0,10.76,0,10.76,1995,10.76,2010,10.76,1979,10.76,1975,10.76,0,10.76,0,10.76,0,10.76,0,10.76,2001,10.76,2001,10.76,2001,10.76,2001
10.77,0,10.77,0,10.77,0,10.77,0,10.77,1989,10.77,1998,10.77,1996,10.77,1998,10.77,0,10.77,0,10.77,0,10.77,0,10.77,2001,10.77,2001,10.77,2001,10.77,2001
10.78,0,10.78,0,10.78,0,10.78,0,10.78,2044,10.78,1995,10.78,1993,10.78,1997,10.78,0,10.78,0,10.78,0,10.78,0,10.78,2001,10.78,2001,10.78,2001,10.78,2001
10.79,0,10.79,0,10.79,0,10.79,0,10.79,1991,10.79,2036,10.79,1982,10.79,2090,10.79,0,10.79,0,10.79,0,10.79,0,10.79,2001,10.79,2001,10.79,2001,10.79,2001
10.8,0,10.8,0,10.8,0,10.8,0,10.8,1994,10.8,1971,10.8,2002,10.8,2038,10.8,0,10.8,0,10.8,0,10.8,0,10.8,2001,10.8,2001,10.8,2001,10.8,2001
10.81,0,10.81,0,10.81,0,10.81,0,10.81,2000,10.81,1997,10.81,2068,10.81,1983,10.81,0,10.81,0,10.81,0,10.81,0,10.81,2001,10.81,2001,10.81,2001,10.81,2001
10.82,0,10.82,0,10.82,0,10.82,0,10.82,2019,10.82,1959,10.82,1990,10.82,1986,10.82,0,10.82,0,10.82,0,10.82,0,10.82,2001,10.82,2001,10.82,2001,10.82,2001
10.83,0,10.83,0,10.83,0,10.83,0,10.83,1974,10.83,2016,10.83,2012,10.83,2005,10.83,0,10.83,0,10.83,0,10.83,0,10.83,2001,10.83,2001,10.83,2001,10.83,2001
10.84,0,10.84,0,10.84,0,10.84,0,10.84,2007,10.84,2008,10.84,1997,10.84,2070,10.84,0,10.84,0,10.84,0,10.84,0,10.84,2001,10.84,2001,10.84,2001,10.84,2001
10.85,0,10.85,0,10.85,0,10.85,0,10.85,1988,10.85,2020,10.85,1977,10.85,1988,10.85,0,10.85,0,10.85,0,10.85,0,10.85,2001,10.85,2001,10.85,2001,10.85,2001
10.86,0,10.86,0,10.86,0,10.86,0,10.86,1988,10.86,1974,10.86,2006,10.86,2004,10.86,0,10.86,0,10.86,0,10.86,0,10.86,2001,10.86,2001,10.86,2001,10.86,2001
10.87,0,10.87,0,10.87,0,10.87,0,10.87,1987,10.87,1976,10.87,2067,10.87,1989,10.87,0,10.87,0,10.87,0,10.87,0,10.87,2001,10.87,2001,10.87,2001,10.87,2001
10.88,0,10.88,0,10.88,0,10.88,0,10.88,2004,10.88,2003,10.88,1992,10.88,2006,10.88,0,10.88,0,10.88,0,10.88,0,10.88,2001,10.88,2001,10.88,2001,10.88,2001
10.89,0,10.89,0,10.89,0,10.89,0,10.89,1988,10.89,1933,10.89,2010,10.89,1940,10.89,0,10.89,0,10.89,0,10.89,0,10.89,2001,10.89,2001,10.89,2001,10.89,2001
10.9,0,10.9,0,10.9,0,10.9,0,10.9,1999,10.9,1997,10.9,1996,10.9,2053,10.9,0,10.9,0,10.9,0,10.9,0,10.9,2001,10.9,2001,10.9,2001,10.9,2001
10.91,0,10.91,0,10.91,0,10.91,0,10.91,2026,10.91,2001,10.91,1982,10.91,1984,10.91,0,10.91,0,10.91,0,10.91,0,10.91,2001,10.91,2001,10.91,2001,10.91,2001
10.92,0,10.92,0,10.92,0,10.92,0,10.92,1959,10.92,1999,10.92,1994,10.92,2043,10.92,0,10.92,0,10.92,0,10.92,0,10.92,2001,10.92,2001,10.92,2001,10.92,2001
10.93,0,10.93,0,10.93,0,10.93,0,10.93,1965,10.93,1991,10.93,1985,10.93,2027,10.93,0,10.93,0,10.93,0,10.93,0,10.93,2001,10.93,2001,10.93,2001,10.93,2001
10.94,0,10.94,0,10.94,0,10.94,0,10.94,1999,10.94,2066,10.94,1955,10.94,1973,10.94,0,10.94,0,10.94,0,10.94,0,10.94,2001,10.94,2001,10.94,2001,10.94,2001
10.95,0,10.95,0,10.95,0,10.95,0,10.95,1985,10.95,1989,10.95,2031,10.95,1997,10.95,0,10.95,0,10.95,0,10.95,0,10.95,2001,10.95,2001,10.95,2001,10.95,2001
10.96,0,10.96,0,10.96,0,10.96,0,10.96,2059,10.96,1981,10.96,1990,10.96,2032,10.96,0,10.96,0,10.96,0,10.96,0,10.96,2001,10.96,2001,10.96,2001,10.96,2001
10.97,0,10.97,0,10.97,0,10.97,0,10.97,1975,10.97,2127,10.97,1981,10.97,1962,10.97,0,10.97,0,10.97,0,10.97,0,10.97,2001,10.97,2001,10.97,2001,10.97,2001
10.98,0,10.98,0,10.98,0,10.98,0,10.98,2054,10.98,2045,10.98,1995,10.98,2013,10.98,0,10.98,0,10.98,0,10.98,0,10.98,2001,10.98,2001,10.98,2001,10.98,2001
10.99,0,10.99,0,10.99,0,10.99,0,10.99,2034,10.99,2006,10.99,2005,10.99,2002,10.99,0,10.99,0,10.99,0,10.99,0,10.99,2001,10.99,2001,10.99,2001,10.99,2001
11,0,11,0,11,0,11,0,11,2006,11,1974,11,2066,11,2079,11,0,11,0,11,0,11,0,11,2001,11,2001,11,2001,11,2001
11.01,0,11.01,0,11.01,0,11.01,0,11.01,1980,11.01,1989,11.01,1978,11.01,2004,11.01,0,11.01,0,11.01,0,11.01,0,11.01,2001,11.01,2001,11.01,2001,11.01,2001
11.02,0,11.02,0,11.02,0,11.02,0,11.02,1982,11.02,1980,11.02,1990,11.02,1980,11.02,0,11.02,0,11.02,0,11.02,0,11.02,2001,11.02,2001,11.02,2001,11.02,2001
11.03,0,11.03,0,11.03,0,11.03,0,11.03,1985,11.03,2023,11.03,1982,11.03,1998,11.03,0,11.03,0,11.03,0,11.03,0,11.03,2001,11.03,2001,11.03,2001,11.03,2001
11.04,0,11.04,0,11.04,0,11.04,0,11.04,1996,11.04,1978,11.04,1999,11.04,1999,11.04,0,11.04,0,11.04,0,11.04,0,11.04,2001,11.04,2001,11.04,2001,11.04,2001
11.05,0,11.05,0,11.05,0,11.05,0,11.05,1981,11.05,1999,11.05,1994,11.05,1998,11.05,0,11.05,0,11.05,0,11.05,0,11.05,2001,11.05,2001,11.05,2001,11.05,2001
11.06,0,11.06,0,11.06,0,11.06,0,11.06,1977,11.06,2000,11.06,1987,11.06,2005,11.06,0,11.06,0,11.06,0,11.06,0,11.06,2001,11.06,2001,11.06,2001,11.06,2001
11.07,0,11.07,0,11.07,0,11.07,0,11.07,1955,11.07,1983,11.07,2138,11.07,2014,11.07,0,11.07,0,11.07,0,11.07,0,11.07,2001,11.07,2001,11.07,2001,11.07,2001
11.08,0,11.08,0,11.08,0,11.08,0,11.08,1988,11.08,2005,11.08,2110,11.08,2031,11.08,0,11.08,0,11.08,0,11.08,0,11.08,2001,11.08,2001,11.08,2001,11.08,2001
11.09,0,11.09,0,11.09,0,11.09,0,11.09,2011,11.09,1990,11.09,1995,11.09,1969,11.09,0,11.09,0,11.09,0,11.09,0,11.09,2001,11.09,2001,11.09,2001,11.09,2001
11.1,0,11.1,0,11.1,0,11.1,0,11.1,1979,11.1,1998,11.1,1981,11.1,2018,11.1,0,11.1,0,11.1,0,11.1,0,11.1,2001,11.1,2001,11.1,2001,11.1,2001
11.11,0,11.11,0,11.11,0,11.11,0,11.11,1999,11.11,1994,11.11,2015,11.11,2032,11.11,0,11.11,0,11.11,0,11.11,0,11.11,2001,11.11,2001,11.11,2001,11.11,2001
11.12,0,11.12,0,11.12,0,11.12,0,11.12,2013,11.12,2006,11.12,1996,11.12,1984,11.12,0,11.12,0,11.12,0,11.12,0,11.12,2001,11.12,2001,11.12,2001,11.12,2001
11.13,0,11.13,0,11.13,0,11.13,0,11.13,1971,11.13,2077,11.13,1974,11.13,1993,11.13,0,11.13,0,11.13,0,11.13,0,11.13,2001,11.13,2001,11.13,2001,11.13,2001
11.14,0,11.14,0,11.14,0,11.14,0,11.14,2010,11.14,1982,11.14,2006,11.14,1999,11.14,0,11.14,0,11.14,0,11.14,0,11.14,2001,11.14,2001,11.14,2001,11.14,2001
11.15,0,11.15,0,11.15,0,11.15,0,11.15,1997,11.15,2029,11.15,2049,11.15,1999,11.15,0,11.15,0,11.15,0,11.15,0,11.15,2001,11.15,2001,11.15,2001,11.15,2001
11.16,0,11.16,0,11.16,0,11.16,0,11.16,1990,11.16,1956,11.16,2001,11.16,1952,11.16,0,11.16,0,11.16,0,11.16,0,11.16,2001,11.16,2001,11.16,2001,11.16,2001
11.17,0,11.17,0,11.17,0,11.17,0,11.17,2012,11.17,1976,11.17,2006,11.17,1979,11.17,0,11.17,0,11.17,0,11.17,0,11.17,2001,11.17,2001,11.17,2001,11.17,2001
11.18,0,11.18,0,11.18,0,11.18,0,11.18,2016,11.18,1954,11.18,1983,11.18,1991,11.18,0,11.18,0,11.18,0,11.18,0,11.18,2001,11.18,2001,11.18,2001,11.18,2001
11.19,0,11.19,0,11.19,0,11.19,0,11.19,1995,11.19,1987,11.19,1999,11.19,1990,11.19,0,11.19,0,11.19,0,11.19,0,11.19,2001,11.19,2001,11.19,2001,11.19,2001
11.2,0,11.2,0,11.2,0,11.2,0,11.2,2032,11.2,1961,11.2,2004,11.2,1953,11.2,0,11.2,0,11.2,0,11.2,0,11.2,2001,11.2,2001,11.2,2001,11.2,2001
11.21,0,11.21,0,11.21,0,11.21,0,11.21,2002,11.21,2006,11.21,1976,11.21,1978,11.21,0,11.21,0,11.21,0,11.21,0,11.21,2001,11.21,2001,11.21,2001,11.21,2001
11.22,0,11.22,0,11.22,0,11.22,0,11.22,1998,11.22,2006,11.22,1984,11.22,2095,11.22,0,11.22,0,11.22,0,11.22,0,11.22,2001,11.22,2001,11.22,2001,11.22,2001
11.23,0,11.23,0,11.23,0,11.23,0,11.23,2013,11.23,1989,11.23,2047,11.23,1980,11.23,0,11.23,0,11.23,0,11.23,0,11.23,2001,11.23,2001,11.23,2001,11.23,2001
11.24,0,11.24,0,11.24,0,11.24,0,11.24,1953,11.24,2096,11.24,2088,11.24,1975,11.24,0,11.24,0,11.24,0,11.24,0,11.24,2001,11.24,2001,11.24,2001,11.24,2001
11.25,0,11.25,0,11.25,0,11.25,0,11.25,1955,11.25,1997,11.25,1944,11.25,2024,11.25,0,11.25,0,11.25,0,11.25,0,11.25,2001,11.25,2001,11.25,2001,11.25,2001
11.26,0,11.26,0,11.26,0,11.26,0,11.26,1997,11.26,2012,11.26,2011,11.26,2020,11.26,0,11.26,0,11.26,0,11.26,0,11.26,2001,11.26,2001,11.26,2001,11.26,2001
11.27,0,11.27,0,11.27,0,11.27,0,11.27,1984,11.27,2003,11.27,1993,11.27,1967,11.27,0,11.27,0,11.27,0,11.27,0,11.27,2001,11.27,2001,11.27,2001,11.27,2001
11.28,0,11.28,0,11.28,0,11.28,0,11.28,2014,11.28,2016,11.28,1997,11.28,2012,11.28,0,11.28,0,11.28,0,11.28,0,11.28,2001,11.28,2001,11.28,2001,11.28,2001
11.29,0,11.29,0,11.29,0,11.29,0,11.29,2092,11.29,1982,11.29,2030,11.29,1977,11.29,0,11.29,0,11.29,0,11.29,0,11.29,2001,11.29,2001,11.29,2001,11.29,2001
11.3,0,11.3,0,11.3,0,11.3,0,11.3,1997,11.3,1991,11.3,1991,11.3,1970,11.3,0,11.3,0,11.3,0,11.3,0,11.3,2001,11.3,2001,11.3,2001,11.3,2001
11.31,0,11.31,0,11.31,0,11.31,0,11.31,2002,11.31,1997,11.31,1994,11.31,2019,11.31,0,11.31,0,11.31,0,11.31,0,11.31,2001,11.31,2001,11.31,2001,11.31,2001
11.32,0,11.32,0,11.32,0,11.32,0,11.32,2002,11.32,1970,11.32,2013,11.32,2012,11.32,0,11.32,0,11.32,0,11.32,0,11.32,2001,11.32,2001,11.32,2001,11.32,2001
11.33,0,11.33,0,11.33,0,11.33,0,11.33,2018,11.33,2012,11.33,1907,11.33,2013,11.33,0,11.33,0,11.33,0,11.33,0,11.33,2001,11.33,2001,11.33,2001,11.33,2001
11.34,0,11.34,0,11.34,0,11.34,0,11.34,2003,11.34,2103,11.34,1989,11.34,2012,11.34,0,11.34,0,11.34,0,11.34,0,11.34,2001,11.34,2001,11.34,2001,11.34,2001
11.35,0,11.35,0,11.35,0,11.35,0,11.35,2028,11.35,2062,11.35,2003,11.35,2002,11.35,0,11.35,0,11.35,0,11.35,0,11.35,2001,11.35,2001,11.35,2001,11.35,2001
11.36,0,11.36,0,11.36,0,11.36,0,11.36,2153,11.36,1995,11.36,1927,11.36,1989,11.36,0,11.36,0,11.36,0,11.36,0,11.36,2001,11.36,2001,11.36,2001,11.36,2001
11.37,0,11.37,0,11.37,0,11.37,0,11.37,1981,11.37,2109,11.37,1976,11.37,1994,11.37,0,11.37,0,11.37,0,11.37,0,11.37,2001,11.37,2001,11.37,2001,11.37,2001
11.38,0,11.38,0,11.38,0,11.38,0,11.38,1977,11.38,1972,11.38,2017,11.38,1999,11.38,0,11.38,0,11.38,0,11.38,0,11.38,2001,11.38,2001,11.38,2001,11.38,2001
11.39,0,11.39,0,11.39,0,11.39,0,11.39,1984,11.39,1982,11.39,1938,11.39,1983,11.39,0,11.39,0,11.39,0,11.39,0,11.39,2001,11.39,2001,11.39,2001,11.39,2001
11.4,0,11.4,0,11.4,0,11.4,0,11.4,2061,11.4,1965,11.4,1951,11.4,2045,11.4,0,11.4,0,11.4,0,11.4,0,11.4,2001,11.4,2001,11.4,2001,11.4,2001
11.41,0,11.41,0,11.41,0,11.41,0,11.41,2004,11.41,1995,11.41,2012,11.41,1974,11.41,0,11.41,0,11.41,0,11.41,0,11.41,2001,11.41,2001,11.41,2001,11.41,2001
11.42,0,11.42,0,11.42,0,11.42,0,11.42,1985,11.42,2070,11.42,2017,11.42,1941,11.42,0,11.42,0,11.42,0,11.42,0,11.42,2001,11.42,2001,11.42,2001,11.42,2001
11.43,0,11.43,0,11.43,0,11.43,0,11.43,1991,11.43,1991,11.43,1957,11.43,1983,11.43,0,11.43,0,11.43,0,11.43,0,11.43,2001,11.43,2001,11.43,2001,11.43,2001
11.44,0,11.44,0,11.44,0,11.44,0,11.44,2090,11.44,1980,11.44,2000,11.44,2016,11.44,0,11.44,0,11.44,0,11.44,0,11.44,2001,11.44,2001,11.44,2001,11.44,2001
11.45,0,11.45,0,11.45,0,11.45,0,11.45,1970,11.45,1975,11.45,2110,11.45,2055,11.45,0,11.45,0,11.45,0,11.45,0,11.45,2001,11.45,2001,11.45,2001,11.45,2001
