X1;Y6;Y8;Y16
10,77;1981;1992;2001
10,78;2028;2016;2001
10,79;1991;2000;2001
10,8;2015;1944;2001
10,81;2022;1995;2001
10,82;2028;2010;2001
10,83;1977;1958;2001
10,84;2019;1999;2001
10,85;1998;1963;2001
10,86;1980;1995;2001
10,87;2006;2012;2001
10,88;1999;2003;2001
10,89;1989;2054;2001
10,9;2008;2021;2001
10,91;2007;1996;2001
10,92;1989;2011;2001
10,93;2094;2042;2001
10,94;1988;1996;2001
10,95;1987;1994;2001
10,96;2001;2024;2001
10,97;2018;1984;2001
10,98;2056;1991;2001
10,99;1950;2004;2001
11;2010;1976;2001
11,01;1988;1986;2001
11,02;1982;1971;2001
11,03;1957;1991;2001
11,04;1968;2008;2001
11,05;2017;2125;2001
11,06;2039;1989;2001
11,07;1997;2016;2001
11,08;1978;2015;2001
11,09;1990;1988;2001
11,1;2004;1935;2001
11,11;2073;2000;2001
11,12;1998;1991;2001
11,13;1989;1979;2001
11,14;1982;2028;2001
11,15;1964;2011;2001
11,16;1983;2019;2001
11,17;1999;2040;2001
11,18;2008;2006;2001
11,19;2039;1994;2001
11,2;1989;2036;2001
11,21;1981;1954;2001
11,22;1991;1954;2001
11,23;1966;2026;2001
11,24;2005;1991;2001
11,25;2058;2001;2001
11,26;1997;1940;2001
11,27;2029;2000;2001
11,28;2033;1990;2001
11,29;2011;1994;2001
11,3;2040;1997;2001
11,31;1949;1989;2001
11,32;1989;1980;2001
11,33;2005;1993;2001
11,34;1997;2070;2001
11,35;1980;1981;2001
11,36;2020;1988;2001
11,37;1983;2013;2001
11,38;2004;2041;2001
11,39;2008;2003;2001
11,4;1981;1991;2001
11,41;1978;2007;2001
11,42;2061;1999;2001
11,43;1998;1989;2001
11,44;1990;1986;2001
11,45;1960;1953;2001
11,46;2003;1929;2001
11,47;1999;1998;2001
11,48;2019;1988;2001
11,49;2021;2057;2001
11,5;1984;2086;2001
11,51;2033;1991;2001
11,52;1989;1991;2001
11,53;2001;2162;2001
11,54;2009;1967;2001
11,55;1998;2086;2001
11,56;1973;1970;2001
11,57;2009;1962;2001
11,58;2010;1961;2001
11,59;1976;1986;2001
11,6;1950;2042;2001
11,61;1993;1997;2001
11,62;1997;1947;2001
11,63;2068;1997;2001
11,64;1981;2015;2001
11,65;1960;1974;2001
11,66;2014;1956;2001
11,67;1955;2077;2001
11,68;1982;1995;2001
11,69;2029;1951;2001
11,7;2036;2094;2001
11,71;1991;2103;2001
11,72;1995;1985;2001
11,73;1994;1990;2001
11,74;1974;1975;2001
11,75;2014;2149;2001
11,76;1998;1989;2001
11,77;1976;1987;2001
11,78;2006;2004;2001
11,79;2008;2000;2001
11,8;1983;1975;2001
11,81;1997;1964;2001
11,82;1997;1993;2001
11,83;1950;1998;2001
11,84;2010;1999;2001
11,85;1995;2000;2001
11,86;1977;1981;2001
11,87;1946;1984;2001
11,88;2026;2009;2001
11,89;1988;1988;2001
11,9;2006;1999;2001
11,91;2015;2004;2001
11,92;1976;1996;2001
11,93;1974;2046;2001
11,94;2018;1974;2001
11,95;2010;2005;2001
11,96;2016;1997;2001
11,97;2013;2003;2001
11,98;1970;2112;2001
11,99;2069;1984;2001
12;1997;1966;2001
12,01;1990;1986;2001
12,02;1988;1935;2001
12,03;2240;2039;2001
12,04;2058;1986;2001
12,05;2023;2005;2001
12,06;2006;1999;2001
12,07;1965;1928;2001
12,08;2030;1984;2001
12,09;2074;1986;2001
12,1;1975;2004;2001
12,11;1991;1987;2001
12,12;1991;1983;2001
12,13;1978;2003;2001
12,14;1985;2011;2001
12,15;1969;1985;2001
12,16;1989;2014;2001
12,17;1995;2027;2001
12,18;1996;2007;2001
12,19;1990;2010;2001
12,2;2023;1976;2001
12,21;1996;1985;2001
12,22;1985;1993;2001
12,23;1993;2011;2001
12,24;1993;1986;2001
12,25;2016;1975;2001
12,26;2005;1995;2001
12,27;2007;2002;2001
12,28;1988;2002;2001
12,29;2038;1980;2001
12,3;2006;1995;2001
12,31;1986;2104;2001
12,32;1987;1984;2001
12,33;1998;1991;2001
12,34;2031;1998;2001
12,35;2000;2114;2001
12,36;2024;1992;2001
12,37;2018;1996;2001
12,38;1996;2017;2001
12,39;1965;1996;2001
12,4;1979;1995;2001
12,41;2049;2004;2001
12,42;2038;2036;2001
12,43;1980;2024;2001
12,44;2034;1972;2001
12,45;2017;1948;2001
12,46;1997;1984;2001
12,47;2017;1990;2001
12,48;2127;2004;2001
12,49;1996;1951;2001
12,5;2005;1967;2001
12,51;2001;1965;2001
12,52;1984;2083;2001
12,53;1987;1996;2001
12,54;2000;2026;2001
12,55;1992;1960;2001
12,56;1971;2008;2001
12,57;2013;2002;2001
12,58;2002;1992;2001
12,59;2013;2064;2001
12,6;1994;2011;2001
12,61;1994;1966;2001
12,62;2005;2047;2001
12,63;2051;2005;2001
12,64;1974;1977;2001
12,65;1983;1975;2001
12,66;2020;2079;2001
12,67;1995;1995;2001
12,68;2003;1988;2001
12,69;2019;1994;2001
12,7;1972;2009;2001
12,71;1988;1999;
12,72;1954;2070;
12,73;2213;2017;
12,74;2001;1987;
12,75;2002;1963;
12,76;1987;2022;
12,77;1977;2002;
12,78;2008;2023;
12,79;1990;2018;
12,8;1988;2061;
12,81;2004;2091;
12,82;1989;2168;
12,83;1999;2128;
12,84;2008;2207;
12,85;2095;2213;
12,86;2042;2261;
12,87;1992;2224;
12,88;1985;2305;
12,89;1978;2260;
12,9;2092;2351;
12,91;2059;2357;
12,92;1993;2508;
12,93;2040;2402;
12,94;1996;2472;
12,95;1974;2599;
12,96;1990;2645;
12,97;2050;2694;
12,98;1972;2768;
12,99;1983;2768;
13;2004;2844;
13,01;1992;2815;
13,02;1978;2859;
13,03;2012;2871;
13,04;1986;3015;
13,05;2011;2902;
13,06;1980;2929;
13,07;1999;2929;
13,08;1965;2947;
13,09;2030;2999;
13,1;1987;2978;
13,11;1988;2942;
13,12;2017;3061;
13,13;1967;2916;
13,14;1952;3185;
13,15;2008;2923;
13,16;1998;2933;
13,17;2006;2970;
13,18;2128;2974;
13,19;2024;2980;
13,2;2010;2972;
13,21;2018;2997;
13,22;1991;2982;
13,23;2002;2975;
13,24;2010;2976;
13,25;1972;3070;
13,26;1991;3108;
13,27;2003;2993;
13,28;1953;2969;
13,29;1992;2991;
13,3;1986;2975;
13,31;1971;2969;
13,32;2007;2971;
13,33;2017;3106;
13,34;2028;3127;
13,35;1978;2966;
13,36;1991;2933;
13,37;1977;2990;
13,38;2016;2988;
13,39;1992;2986;
13,4;1983;3011;
13,41;2036;2972;
13,42;2023;3136;
13,43;1980;3034;
13,44;2032;3078;
13,45;2001;3018;
13,46;1992;3031;
13,47;1958;3055;
13,48;2031;3080;
13,49;1983;3076;
13,5;2007;3032;
13,51;2000;3136;
13,52;1979;3038;
13,53;1986;3070;
13,54;2010;3080;
13,55;2022;3084;
13,56;1964;3112;
13,57;1997;3051;
13,58;1993;3055;
13,59;1973;3075;
13,6;2037;3037;
13,61;1979;3263;
13,62;1984;3085;
13,63;1994;3100;
13,64;1982;3092;
13,65;1994;3034;
13,66;2007;3008;
13,67;2012;3082;
13,68;1973;3092;
13,69;1948;3064;
13,7;1992;3203;
13,71;2001;3067;
13,72;2113;3003;
13,73;1947;3082;
13,74;1980;3071;
13,75;2016;3191;
13,76;1978;3106;
13,77;1987;3132;
13,78;1996;3142;
13,79;1994;3108;
13,8;1992;3233;
13,81;2049;3204;
13,82;1982;3139;
13,83;1986;3192;
13,84;1944;3290;
13,85;1986;3218;
13,86;2005;3127;
13,87;1943;3233;
13,88;2003;3336;
13,89;1947;3203;
13,9;2002;3216;
13,91;2003;3289;
13,92;1978;3166;
13,93;2006;3176;
13,94;1985;3307;
13,95;1988;3221;
13,96;1993;3256;
13,97;1993;3407;
13,98;1992;3290;
13,99;1993;3308;
14;1994;3321;
14,01;1986;3392;
14,02;2015;3336;
14,03;1991;3418;
14,04;1985;3395;
14,05;2013;3398;
14,06;1969;3381;
14,07;1984;3418;
14,08;1992;3482;
14,09;1974;3444;
14,1;2019;3504;
14,11;2050;3505;
14,12;2015;3528;
14,13;1985;3460;
14,14;2026;3620;
14,15;1998;3562;
14,16;1993;3754;
14,17;2028;3615;
14,18;2111;3803;
14,19;1991;3626;
14,2;1956;3642;
14,21;2009;3662;
14,22;1997;3653;
14,23;1994;3683;
14,24;2025;3826;
14,25;2030;3700;
14,26;2018;3725;
14,27;1991;3722;
14,28;1982;3864;
14,29;2007;3732;
14,3;2017;3720;
14,31;2028;3848;
14,32;2012;3753;
14,33;1998;3785;
14,34;2018;3782;
14,35;1970;4002;
14,36;1994;3735;
14,37;2012;3678;
14,38;2017;4246;
14,39;1968;3733;
14,4;1945;3747;
14,41;1986;3714;
14,42;1985;3763;
14,43;1971;3754;
14,44;1994;3762;
14,45;1999;3748;
14,46;1986;3826;
14,47;2038;3762;
14,48;1993;3788;
14,49;1991;3759;
14,5;2012;3833;
14,51;2004;3891;
14,52;1968;3808;
14,53;1950;3810;
14,54;2004;3829;
14,55;1960;3898;
14,56;1996;3858;
14,57;1911;3906;
14,58;2044;3814;
14,59;2005;3806;
14,6;2016;3822;
14,61;2029;3854;
14,62;1987;3834;
14,63;2006;3879;
14,64;1989;3842;
14,65;1982;3906;
14,66;2077;3912;
14,67;2007;3914;
14,68;1983;4001;
14,69;1997;3953;
14,7;2017;3956;
14,71;1990;4062;
14,72;2000;3975;
14,73;2004;4083;
14,74;1979;4148;
14,75;1948;4052;
14,76;2022;4070;
14,77;2009;4002;
14,78;2057;3994;
14,79;2004;4007;
14,8;1981;4070;
14,81;1991;4037;
14,82;1997;3994;
14,83;1959;4098;
14,84;2006;4054;
14,85;2004;4004;
14,86;1996;4037;
14,87;1999;3979;
14,88;2056;3965;
14,89;2046;4130;
14,9;2023;4005;
14,91;1994;3987;
14,92;2168;3986;
14,93;2003;3982;
14,94;2001;4001;
14,95;2003;4128;
14,96;1987;4104;
14,97;1975;3954;
14,98;1952;4018;
14,99;2127;3969;
15;2016;4027;
15,01;1983;4236;
15,02;2015;4166;
15,03;2029;4202;
15,04;1982;4165;
15,05;2012;4193;
15,06;1952;4235;
15,07;2028;4252;
15,08;2002;4276;
15,09;1994;4268;
15,1;1982;4314;
15,11;2063;4275;
15,12;2011;4282;
15,13;1993;4261;
15,14;2040;4254;
15,15;1998;4258;
15,16;2004;4290;
15,17;1993;4477;
15,18;1989;4300;
15,19;1989;4320;
15,2;1995;4356;
15,21;2031;4334;
15,22;1984;4473;
15,23;2034;4397;
15,24;2000;4409;
15,25;1985;4381;
15,26;2018;4400;
15,27;2017;4449;
15,28;2025;4402;
15,29;2011;4452;
15,3;2030;4458;
15,31;1975;4471;
15,32;2149;4471;
15,33;2010;4512;
15,34;1987;4556;
15,35;2007;4570;
15,36;2014;4587;
15,37;1998;4620;
15,38;1955;4752;
15,39;2004;4562;
15,4;1985;4620;
15,41;1992;4644;
15,42;2082;4716;
15,43;1992;4664;
15,44;2005;4672;
15,45;2012;4687;
15,46;1991;4697;
15,47;1996;4626;
15,48;2000;4799;
15,49;1938;4674;
15,5;1969;4662;
15,51;1996;4677;
15,52;1996;4692;
15,53;1989;4673;
15,54;2009;4684;
15,55;2046;4706;
15,56;2057;4692;
15,57;2018;4702;
15,58;2004;4729;
15,59;2017;4674;
15,6;2014;4674;
15,61;1991;4673;
15,62;1996;4693;
15,63;2003;4652;
15,64;2020;4687;
15,65;2007;4693;
15,66;2010;4684;
15,67;1994;4642;
15,68;2029;4702;
15,69;1991;4659;
15,7;1978;4665;
15,71;1990;4710;
15,72;2026;4678;
15,73;2014;4660;
15,74;1983;4644;
15,75;1992;4656;
15,76;1980;4649;
15,77;1992;4646;
15,78;2022;5296;
15,79;1960;4688;
15,8;1960;4730;
15,81;1979;4759;
15,82;2045;4853;
15,83;2121;4925;
15,84;2004;4902;
15,85;1998;4970;
15,86;2019;4956;
15,87;1991;5013;
15,88;2002;5041;
15,89;2022;5107;
15,9;2027;5014;
15,91;1995;5042;
15,92;1988;5074;
15,93;1968;5024;
15,94;2021;5069;
15,95;1978;5163;
15,96;2000;5077;
15,97;1989;5101;
15,98;2005;5101;
15,99;2001;5078;
16;1986;5078;
16,01;2007;5103;
16,02;2015;5095;
16,03;1998;5115;
16,04;1980;5081;
16,05;2012;5062;
16,06;1962;5113;
16,07;1996;5103;
16,08;2048;5103;
16,09;1974;5054;
16,1;1997;5112;
16,11;2041;5128;
16,12;1976;5071;
16,13;2054;5071;
16,14;1993;5090;
16,15;1993;5096;
16,16;1980;5122;
16,17;2053;5117;
16,18;1992;5092;
16,19;1979;5090;
16,2;2017;5110;
16,21;2018;5119;
16,22;1995;5170;
16,23;2008;5073;
16,24;1984;5074;
16,25;1974;5105;
16,26;2006;5118;
16,27;2010;5119;
16,28;1971;5168;
16,29;2061;5202;
16,3;2008;5151;
16,31;2008;5162;
16,32;2028;5236;
16,33;1991;5204;
16,34;1956;5196;
16,35;1994;5239;
16,36;1983;5214;
16,37;1974;5214;
16,38;1991;5257;
16,39;2001;5256;
16,4;1966;5270;
16,41;1990;5282;
16,42;1993;5319;
16,43;1942;5592;
16,44;2128;5303;
16,45;2008;5375;
16,46;1978;5354;
16,47;2013;5356;
16,48;2023;5392;
16,49;1978;5418;
16,5;2013;5367;
16,51;1997;5465;
16,52;1996;5480;
16,53;2124;5465;
16,54;2001;5515;
16,55;1980;5585;
16,56;2000;5589;
16,57;2000;5574;
16,58;1984;5640;
16,59;1999;5651;
16,6;1992;5674;
16,61;1971;5690;
16,62;1989;5705;
16,63;2015;5744;
16,64;1980;5721;
16,65;1979;5712;
16,66;2019;5748;
16,67;1981;5769;
16,68;2012;5792;
16,69;2006;5784;
16,7;2001;5807;
16,71;1998;5831;
16,72;1984;5890;
16,73;1955;5930;
16,74;2028;5988;
16,75;1996;6037;
16,76;2001;6065;
16,77;2093;6072;
16,78;1975;6061;
16,79;1992;6147;
16,8;2033;6160;
16,81;2056;6229;
16,82;1982;6171;
16,83;2004;6229;
16,84;2026;6159;
16,85;1964;6226;
16,86;2020;6240;
16,87;2012;6262;
16,88;1963;6286;
16,89;1989;6307;
16,9;1999;6249;
16,91;2022;6325;
16,92;2001;6315;
16,93;2001;6268;
16,94;1987;6320;
16,95;2003;6353;
16,96;1993;6324;
16,97;1966;6355;
16,98;2002;6269;
16,99;2023;6363;
17;1986;6327;
17,01;2031;6343;
17,02;2009;6338;
17,03;1981;6347;
17,04;1986;6331;
17,05;2058;6344;
17,06;2044;6336;
17,07;2054;6315;
17,08;2014;6330;
17,09;1999;6338;
17,1;1989;6327;
17,11;2014;6364;
17,12;1995;6338;
17,13;2003;6344;
17,14;1974;6324;
17,15;1965;6332;
17,16;1984;6322;
17,17;2022;6328;
17,18;1976;6352;
17,19;1994;6329;
17,2;1998;6354;
17,21;1994;6327;
17,22;1929;6344;
17,23;1999;6356;
17,24;2001;6343;
17,25;1990;6312;
17,26;2001;6357;
17,27;1979;6341;
17,28;1976;6324;
17,29;2070;6358;
17,3;2043;6360;
17,31;1991;6312;
17,32;2043;6330;
17,33;2014;6361;
17,34;1989;6390;
17,35;2020;6369;
17,36;1996;6412;
17,37;1996;6442;
17,38;2003;6434;
17,39;2012;6446;
17,4;1990;6477;
17,41;1993;6492;
17,42;2025;6618;
17,43;1992;6495;
17,44;2003;6475;
17,45;2001;6503;
17,46;1985;6521;
17,47;1994;6536;
17,48;2001;6527;
17,49;1995;6577;
17,5;2023;6613;
17,51;2021;6532;
17,52;1978;6614;
17,53;2008;6643;
17,54;2005;6665;
17,55;1987;6704;
17,56;2006;6692;
17,57;1976;6777;
17,58;2045;6788;
17,59;2006;6752;
17,6;1996;6780;
17,61;1987;6803;
17,62;1997;6821;
17,63;2018;6854;
17,64;2132;6865;
17,65;2020;6865;
17,66;2009;6892;
17,67;2029;6866;
17,68;2006;6888;
17,69;2020;6871;
17,7;1986;6851;
17,71;2010;6898;
17,72;2008;6861;
17,73;1990;6885;
17,74;2009;6877;
17,75;2016;6900;
17,76;1914;6907;
17,77;1999;6903;
17,78;1986;6908;
17,79;2027;6890;
17,8;2022;6893;
17,81;1994;6878;
17,82;1987;6898;
17,83;2008;6889;
17,84;2018;6927;
17,85;1987;6924;
17,86;2001;6890;
17,87;2019;6909;
17,88;2015;6888;
17,89;2007;6914;
17,9;2018;6881;
17,91;1982;6899;
17,92;2018;6862;
17,93;2032;6929;
17,94;2010;6997;
17,95;2112;6980;
17,96;1976;7042;
17,97;1969;7028;
17,98;2046;7120;
17,99;1998;7097;
18;1992;7123;
18,01;1998;7179;
18,02;2002;7190;
18,03;2033;7155;
18,04;2004;7200;
18,05;2021;7244;
18,06;2013;7245;
18,07;2006;7304;
18,08;2018;7335;
18,09;1988;7318;
18,1;2020;7351;
18,11;1928;7428;
18,12;2019;7396;
18,13;2028;7410;
18,14;2014;7511;
18,15;1977;7522;
18,16;1967;7540;
18,17;1978;7571;
18,18;1988;7616;
18,19;1989;7623;
18,2;1953;7594;
18,21;1989;7649;
18,22;1992;7700;
18,23;2117;7709;
18,24;2048;7663;
18,25;2098;7682;
18,26;1957;7714;
18,27;2011;7730;
18,28;1977;7656;
18,29;2021;7712;
18,3;1997;7714;
18,31;2028;7714;
18,32;2000;7681;
18,33;1994;7758;
18,34;1965;7733;
18,35;1995;7711;
18,36;2011;7708;
18,37;2028;7744;
18,38;2027;7693;
18,39;1993;7689;
18,4;1964;7651;
18,41;2051;7701;
18,42;1997;7706;
18,43;1984;7764;
18,44;2028;7702;
18,45;1998;7725;
18,46;1975;7753;
18,47;2136;7705;
18,48;2019;7680;
18,49;1985;7656;
18,5;1987;7677;
18,51;1994;7716;
18,52;1971;7754;
18,53;1999;7770;
18,54;2006;7725;
18,55;1981;7794;
18,56;2006;7760;
18,57;1985;7818;
18,58;2010;7732;
18,59;1962;7766;
18,6;2005;7709;
18,61;1975;7794;
18,62;1998;7835;
18,63;2033;7769;
18,64;1978;7802;
18,65;2005;7745;
18,66;1996;7752;
18,67;1961;7780;
18,68;1953;7900;
18,69;2014;7959;
18,7;1979;8034;
18,71;2030;8247;
18,72;2029;8241;
18,73;1967;8362;
18,74;2000;8568;
18,75;2036;8633;
18,76;1988;8742;
18,77;1973;8854;
18,78;1979;8877;
18,79;2006;8955;
18,8;2023;8975;
18,81;1981;9033;
18,82;2018;9087;
18,83;1985;9065;
18,84;2020;9075;
18,85;2009;9084;
18,86;1992;9092;
18,87;1985;9119;
18,88;1992;9032;
18,89;1956;8997;
18,9;2038;9027;
18,91;2002;8906;
18,92;1988;8845;
18,93;1999;8770;
18,94;1998;8717;
18,95;1963;8709;
18,96;2000;8642;
18,97;1989;8586;
18,98;1983;8535;
18,99;1978;8527;
19;2008;8485;
19,01;1999;8465;
19,02;2016;8427;
19,03;2004;8444;
19,04;1998;8446;
19,05;2012;8361;
19,06;1984;8416;
19,07;1996;8390;
19,08;2011;8334;
19,09;1975;8327;
19,1;1961;8388;
19,11;2024;8350;
19,12;2002;8425;
19,13;2030;8289;
19,14;2019;8328;
19,15;2000;8374;
19,16;1992;8403;
19,17;2003;8393;
19,18;2000;8392;
19,19;1982;8400;
19,2;2013;8371;
19,21;1996;8396;
19,22;1992;8368;
19,23;1985;8566;
19,24;1982;8316;
19,25;1984;8342;
19,26;2013;8396;
19,27;2005;8381;
19,28;1998;8415;
19,29;2035;8392;
19,3;2005;8429;
19,31;1982;8432;
19,32;1986;8406;
19,33;2050;8441;
19,34;2003;8516;
19,35;1994;8505;
19,36;1997;8443;
19,37;2009;8442;
19,38;1988;8437;
19,39;1996;8472;
19,4;1985;8494;
19,41;1971;8487;
19,42;2071;8507;
19,43;1948;8498;
19,44;1906;8567;
19,45;1982;8536;
19,46;1992;8546;
19,47;1961;8555;
19,48;1998;8590;
19,49;1965;8601;
19,5;1994;8634;
19,51;2021;8692;
19,52;1979;8688;
19,53;2003;8652;
19,54;1997;8734;
19,55;1967;8740;
19,56;2008;8771;
19,57;1942;8846;
19,58;2000;8836;
19,59;1955;8900;
19,6;1985;8876;
19,61;1987;8906;
19,62;2020;8923;
19,63;2001;8946;
19,64;1946;8959;
19,65;1998;8947;
19,66;1996;8953;
19,67;1980;8954;
19,68;2023;8938;
19,69;1989;8985;
19,7;2023;8945;
19,71;2007;8947;
19,72;2009;8992;
19,73;1976;8992;
19,74;2014;8996;
19,75;1980;8975;
19,76;1950;9008;
19,77;2038;8972;
19,78;1976;8978;
19,79;1977;9019;
19,8;2003;8972;
19,81;2002;9020;
19,82;1908;9016;
19,83;2010;8997;
19,84;1984;9001;
19,85;2089;8955;
19,86;1998;8938;
19,87;2026;8988;
19,88;1989;8996;
19,89;1961;9009;
19,9;2012;9022;
19,91;1968;9048;
19,92;2004;9079;
19,93;2000;9040;
19,94;1995;9030;
19,95;1992;9089;
19,96;1979;9102;
19,97;1972;9097;
19,98;1991;9058;
19,99;1975;9145;
20;1987;9133;
20,01;2006;9129;
20,02;2004;9102;
20,03;1989;9143;
20,04;1977;9194;
20,05;2029;9189;
20,06;1992;9230;
20,07;2009;9211;
20,08;1978;9224;
20,09;1978;9219;
20,1;2009;9188;
20,11;2022;9220;
20,12;1993;9277;
20,13;1993;9291;
20,14;2040;9247;
20,15;2021;9271;
20,16;2020;9290;
20,17;2011;9345;
20,18;1960;9368;
20,19;1989;9311;
20,2;2010;9370;
20,21;1991;9374;
20,22;2002;9471;
20,23;1995;9403;
20,24;1929;9430;
20,25;2008;9493;
20,26;1992;9446;
20,27;1989;9476;
20,28;1984;9512;
20,29;1996;9504;
20,3;2016;9537;
20,31;1985;9552;
20,32;2013;9603;
20,33;2056;9624;
20,34;1983;9632;
20,35;2166;9666;
20,36;1986;9655;
20,37;2024;9690;
20,38;2022;9664;
20,39;1986;9789;
20,4;2002;9783;
20,41;1994;9809;
20,42;1998;9828;
20,43;1969;9781;
20,44;2012;9761;
20,45;2007;9788;
20,46;1989;9867;
20,47;2140;9843;
20,48;1998;9828;
20,49;1970;9872;
20,5;2004;9888;
20,51;2017;9844;
20,52;1995;9839;
20,53;2028;9880;
20,54;1994;9921;
20,55;2057;9957;
20,56;2004;9953;
20,57;2010;9966;
20,58;2003;10006;
20,59;2054;9995;
20,6;1996;10006;
20,61;1983;10002;
20,62;2005;9967;
20,63;2053;9992;
20,64;1946;10000;
20,65;1956;9994;
20,66;2017;10034;
20,67;1982;10014;
20,68;2008;10007;
20,69;1999;9983;
20,7;1988;10028;
20,71;1995;10019;
20,72;1996;10026;
20,73;1986;10012;
20,74;1955;10012;
20,75;1996;10042;
20,76;1991;9998;
20,77;1999;10058;
20,78;2008;10054;
20,79;1991;10058;
20,8;1951;10053;
20,81;2009;10047;
20,82;1992;10059;
20,83;2016;10058;
20,84;1994;10042;
20,85;1987;10089;
20,86;2005;10070;
20,87;1998;10086;
20,88;1976;10105;
20,89;2003;10111;
20,9;1983;10095;
20,91;1981;10069;
20,92;2009;10061;
20,93;2008;10075;
20,94;1986;10069;
20,95;1995;10113;
20,96;1979;10058;
20,97;1927;10077;
20,98;1999;10093;
20,99;2212;10110;
21;1988;10167;
21,01;1989;10154;
21,02;1994;10213;
21,03;1969;10172;
21,04;1970;10233;
21,05;2019;10258;
21,06;2051;10248;
21,07;1976;10391;
21,08;2061;10289;
21,09;1997;10320;
21,1;1988;10327;
21,11;2011;10274;
21,12;1991;10366;
21,13;1912;10386;
21,14;2000;10340;
21,15;2002;10432;
21,16;1992;10385;
21,17;2008;10402;
21,18;2037;10369;
21,19;2008;10382;
21,2;1987;10403;
21,21;1982;10345;
21,22;1973;10389;
21,23;2000;10371;
21,24;2130;10410;
21,25;1971;10408;
21,26;2024;10447;
21,27;1996;10405;
21,28;1968;10397;
21,29;1998;10420;
21,3;1995;10419;
21,31;1963;10402;
21,32;1992;10415;
21,33;2002;10426;
21,34;1974;10437;
21,35;1994;10386;
21,36;2057;10421;
21,37;1981;10405;
21,38;2004;10413;
21,39;1971;10405;
21,4;1990;10451;
21,41;2000;10464;
21,42;1980;10459;
21,43;1979;10463;
21,44;1982;10487;
21,45;2002;10502;
21,46;1985;10470;
21,47;2027;10528;
21,48;2023;10502;
21,49;1984;10545;
21,5;2006;10516;
21,51;1967;10530;
21,52;1999;10502;
21,53;1984;10541;
21,54;1952;10574;
21,55;1997;10590;
21,56;1994;10583;
21,57;2036;10568;
21,58;2033;10630;
21,59;2022;10606;
21,6;2002;10659;
21,61;1982;10621;
21,62;1996;10676;
21,63;2000;10764;
21,64;2017;10751;
21,65;2006;10776;
21,66;2009;10784;
21,67;1969;10894;
21,68;2003;10896;
21,69;1998;11015;
21,7;2003;11051;
21,71;2018;11122;
21,72;2018;11168;
21,73;1986;11236;
21,74;1939;11290;
21,75;2004;11340;
21,76;1976;11387;
21,77;2001;11390;
21,78;1994;11410;
21,79;1987;11453;
21,8;2111;11492;
21,81;1962;11508;
21,82;1981;11529;
21,83;2003;11556;
21,84;2005;11526;
21,85;1984;11552;
21,86;2054;11521;
21,87;2028;11565;
21,88;1974;11570;
21,89;1988;11551;
21,9;2002;11582;
21,91;1982;11616;
21,92;2018;11565;
21,93;1981;11598;
21,94;2001;11614;
21,95;2015;11613;
21,96;2015;11600;
21,97;1985;11631;
21,98;1987;11616;
21,99;2006;11600;
22;1992;11618;
22,01;1992;11562;
22,02;2002;11623;
22,03;2015;11595;
22,04;2120;11578;
22,05;2009;11603;
22,06;2001;11635;
22,07;1979;11566;
22,08;2030;11618;
22,09;2011;11600;
22,1;1977;11614;
22,11;2014;11605;
22,12;2000;11632;
22,13;1982;11644;
22,14;2009;11608;
22,15;1992;11597;
22,16;1987;11605;
22,17;2014;11631;
22,18;2016;11587;
22,19;1968;11676;
22,2;1996;11595;
22,21;2013;11563;
22,22;1969;11624;
22,23;2014;11586;
22,24;2033;11590;
22,25;1996;11645;
22,26;2008;11608;
22,27;1992;11642;
22,28;1997;11678;
22,29;2003;11618;
22,3;1976;11689;
22,31;1955;11688;
22,32;2015;11726;
22,33;2057;11796;
22,34;2007;11810;
22,35;2044;11792;
22,36;2031;11913;
22,37;1916;11862;
22,38;1993;11896;
22,39;2028;11800;
22,4;1979;11896;
22,41;2050;11850;
22,42;2020;11889;
22,43;2002;11995;
22,44;1955;11954;
22,45;2022;11977;
22,46;2001;11977;
22,47;2054;11985;
22,48;1958;12048;
22,49;1990;12151;
22,5;2010;12205;
22,51;1990;12264;
22,52;2047;12313;
22,53;1994;12374;
22,54;1987;12374;
22,55;2005;12479;
22,56;2006;12523;
22,57;1989;12556;
22,58;1981;12545;
22,59;2012;12562;
22,6;1963;12603;
22,61;1988;12551;
22,62;1994;12612;
22,63;1994;12623;
22,64;1997;12640;
22,65;2010;12648;
22,66;2004;12651;
22,67;1990;12656;
22,68;2014;12711;
22,69;2005;12745;
22,7;2002;12698;
22,71;2020;12741;
22,72;1990;12692;
22,73;2020;12729;
22,74;2037;12724;
22,75;2015;12793;
22,76;1996;12737;
22,77;2049;12706;
22,78;2026;12764;
22,79;1971;12731;
22,8;2012;12744;
22,81;2066;12738;
22,82;1974;12744;
22,83;1989;12753;
22,84;2007;12739;
22,85;2038;12762;
22,86;1973;12754;
22,87;2012;12750;
22,88;1991;12775;
22,89;2027;12798;
22,9;2002;12801;
22,91;2006;12792;
22,92;2049;12714;
22,93;1998;12757;
22,94;1984;12759;
22,95;1988;12764;
22,96;2002;12776;
22,97;1990;12808;
22,98;2019;12782;
22,99;2034;12798;
23;1985;12850;
23,01;1952;12818;
23,02;1980;12776;
23,03;2025;12799;
23,04;1990;12856;
23,05;1971;12868;
23,06;1959;12843;
23,07;1994;12892;
23,08;2012;12889;
23,09;1988;12910;
23,1;2008;12897;
23,11;2026;12824;
23,12;1983;12942;
23,13;1988;12943;
23,14;2010;12946;
