X1;Y6;Y8;Y16
23,15;1994;12910;
23,16;2039;13005;
23,17;2005;13001;
23,18;1982;13003;
23,19;2002;13006;
23,2;1988;13033;
23,21;2003;13067;
23,22;2011;13019;
23,23;2009;13055;
23,24;2003;13065;
23,25;2017;13036;
23,26;1974;13020;
23,27;2004;13037;
23,28;1949;13086;
23,29;1972;13057;
23,3;2020;13031;
23,31;2002;13138;
23,32;1975;13098;
23,33;1968;13112;
23,34;1987;13102;
23,35;1985;13093;
23,36;2005;13136;
23,37;1970;13170;
23,38;2019;13179;
23,39;1988;13215;
23,4;1978;13160;
23,41;2020;13257;
23,42;2010;13283;
23,43;2005;13286;
23,44;1959;13285;
23,45;1968;13347;
23,46;1960;13320;
23,47;2022;13387;
23,48;1986;13406;
23,49;1996;13400;
23,5;2011;13459;
23,51;2017;13435;
23,52;1993;13446;
23,53;2008;13494;
23,54;1910;13564;
23,55;1976;13656;
23,56;2000;13704;
23,57;2012;13681;
23,58;1971;13656;
23,59;2041;13657;
23,6;1994;13699;
23,61;1988;13705;
23,62;1922;13720;
23,63;2000;13690;
23,64;1984;13722;
23,65;2012;13733;
23,66;1979;13699;
23,67;1958;13721;
23,68;2013;13701;
23,69;1986;13713;
23,7;1994;13713;
23,71;1997;13725;
23,72;1992;13682;
23,73;1982;13675;
23,74;2014;13687;
23,75;1994;13673;
23,76;1981;13702;
23,77;1986;13688;
23,78;2000;13714;
23,79;1996;13676;
23,8;2008;13660;
23,81;2028;13722;
23,82;2070;13635;
23,83;2015;13684;
23,84;2000;13606;
23,85;1983;13614;
23,86;1987;13686;
23,87;2073;13642;
23,88;1985;13647;
23,89;2005;13677;
23,9;2030;13646;
23,91;1993;13645;
23,92;2014;13568;
23,93;2007;13644;
23,94;1976;13631;
23,95;1978;13570;
23,96;1988;13558;
23,97;1966;13674;
23,98;1974;13603;
23,99;2000;13637;
24;2015;13568;
24,01;1997;13603;
24,02;2079;13614;
24,03;1998;13617;
24,04;1981;13652;
24,05;2024;13605;
24,06;2098;13611;
24,07;2003;13624;
24,08;2000;13604;
24,09;1981;13619;
24,1;1976;13648;
24,11;2005;13686;
24,12;1968;13685;
24,13;1979;13788;
24,14;2013;13721;
24,15;1990;13728;
24,16;1981;13750;
24,17;2003;13774;
24,18;1976;13866;
24,19;2013;13807;
24,2;2014;13864;
24,21;1993;13776;
24,22;2012;13704;
24,23;2011;13748;
24,24;1992;13845;
24,25;2018;13882;
24,26;2007;13746;
24,27;1986;13813;
24,28;1996;13895;
24,29;2003;13805;
24,3;1980;13844;
24,31;2001;13856;
24,32;2038;13900;
24,33;2024;13879;
24,34;1982;13817;
24,35;1970;13851;
24,36;2007;13851;
24,37;2054;13818;
24,38;2008;13898;
24,39;1974;13928;
24,4;1994;13944;
24,41;2015;13949;
24,42;1951;13919;
24,43;1969;13956;
24,44;1995;13956;
24,45;2006;13995;
24,46;1977;13872;
24,47;2044;13915;
24,48;2068;13938;
24,49;1991;13996;
24,5;2296;13969;
24,51;1994;14022;
24,52;1971;13997;
24,53;2006;14017;
24,54;1995;13984;
24,55;2027;14038;
24,56;2016;13971;
24,57;2000;14046;
24,58;1973;14025;
24,59;1994;13950;
24,6;1999;14034;
24,61;1989;14038;
24,62;2002;14008;
24,63;2025;14013;
24,64;2011;14048;
24,65;2020;14056;
24,66;1997;14056;
24,67;1982;14024;
24,68;1987;14032;
24,69;2089;14011;
24,7;1985;14048;
24,71;2060;14112;
24,72;2027;14160;
24,73;1996;14116;
24,74;1999;14081;
24,75;2014;14087;
24,76;2030;14110;
24,77;1978;14060;
24,78;1984;14107;
24,79;2020;14120;
24,8;2002;14059;
24,81;2012;14202;
24,82;2019;14269;
24,83;2023;14298;
24,84;2010;14354;
24,85;1992;14427;
24,86;2011;14552;
24,87;1998;14485;
24,88;2060;14468;
24,89;2022;14596;
24,9;1996;14602;
24,91;1965;14588;
24,92;2014;14664;
24,93;2037;14655;
24,94;1942;14641;
24,95;2002;14596;
24,96;1984;14666;
24,97;1985;14626;
24,98;1990;14637;
24,99;2070;14658;
25;2033;14663;
25,01;2035;14671;
25,02;2004;14709;
25,03;2012;14686;
25,04;2001;14706;
25,05;1995;14732;
25,06;2002;14686;
25,07;1981;14739;
25,08;1989;14697;
25,09;2098;14743;
25,1;2054;14720;
25,11;2004;14742;
25,12;1997;14776;
25,13;2012;14737;
25,14;2015;14715;
25,15;1979;14748;
25,16;2037;14688;
25,17;2001;14819;
25,18;2002;14731;
25,19;2046;14628;
25,2;2021;14654;
25,21;2011;14740;
25,22;2020;14656;
25,23;2018;14757;
25,24;2012;14684;
25,25;2041;14821;
25,26;1996;14706;
25,27;1996;14671;
25,28;1959;14717;
25,29;2026;14756;
25,3;1964;14777;
25,31;2038;14763;
25,32;2001;14653;
25,33;2001;14765;
25,34;1989;14753;
25,35;2005;14782;
25,36;1960;14771;
25,37;1991;14801;
25,38;2002;14742;
25,39;1979;14711;
25,4;1977;14833;
25,41;2005;14800;
25,42;2015;14830;
25,43;1998;14844;
25,44;1988;14892;
25,45;2021;14806;
25,46;1980;14918;
25,47;2111;14818;
25,48;1997;14891;
25,49;1965;14892;
25,5;2007;14808;
25,51;2002;14861;
25,52;2003;14814;
25,53;1987;14878;
25,54;1982;14839;
25,55;1972;14869;
25,56;1936;14868;
25,57;2007;14838;
25,58;2004;14722;
25,59;2018;14875;
25,6;1924;14812;
25,61;1982;14855;
25,62;1969;14896;
25,63;1984;14868;
25,64;1991;14928;
25,65;2016;14904;
25,66;2019;14900;
25,67;1981;14811;
25,68;2013;14967;
25,69;2013;14901;
25,7;1992;15016;
25,71;1989;14936;
25,72;1996;14864;
25,73;2009;14972;
25,74;1976;14977;
25,75;2024;14940;
25,76;2002;14968;
25,77;2005;14993;
25,78;2012;15062;
25,79;1984;15020;
25,8;1974;15084;
25,81;2014;15113;
25,82;2012;15145;
25,83;2030;15181;
25,84;1992;15197;
25,85;2001;15206;
25,86;1969;15240;
25,87;2008;15241;
25,88;2002;15278;
25,89;1999;15302;
25,9;1999;15276;
25,91;2012;15334;
25,92;1982;15349;
25,93;2006;15304;
25,94;2051;15327;
25,95;1978;15273;
25,96;1957;15068;
25,97;2023;15297;
25,98;2062;15313;
25,99;2050;15408;
26;1988;15344;
26,01;1970;15331;
26,02;1994;15352;
26,03;1979;15387;
26,04;1943;15278;
26,05;2288;15312;
26,06;2012;15298;
26,07;1983;15343;
26,08;2010;15348;
26,09;2032;15429;
26,1;2130;15299;
26,11;2021;15359;
26,12;2027;15363;
26,13;2014;15376;
26,14;1944;15385;
26,15;2010;15437;
26,16;1995;15416;
26,17;1998;15387;
26,18;2056;15378;
26,19;1999;15363;
26,2;1999;15334;
26,21;2011;15380;
26,22;1966;15394;
26,23;2008;15322;
26,24;1987;15384;
26,25;1958;15264;
26,26;2016;15414;
26,27;2001;15374;
26,28;1937;15343;
26,29;1987;15352;
26,3;1995;15398;
26,31;1983;15480;
26,32;1995;15392;
26,33;1991;15449;
26,34;2088;15431;
26,35;2021;15428;
26,36;2058;15470;
26,37;1975;15470;
26,38;2038;15478;
26,39;2011;15471;
26,4;2026;15572;
26,41;2028;15498;
26,42;2014;15536;
26,43;1947;15509;
26,44;2031;15503;
26,45;1982;15551;
26,46;1931;15542;
26,47;2005;15602;
26,48;1998;15725;
26,49;1997;15681;
26,5;1994;15664;
26,51;2010;15658;
26,52;1967;15631;
26,53;2014;15776;
26,54;2063;15707;
26,55;1990;15762;
26,56;1998;15743;
26,57;2017;15718;
26,58;2034;15827;
26,59;2010;15763;
26,6;2035;15757;
26,61;1986;15733;
26,62;2025;15803;
26,63;1991;15774;
26,64;2015;15780;
26,65;2027;15793;
26,66;2015;15789;
26,67;1954;15779;
26,68;1989;15796;
26,69;1996;15841;
26,7;1987;15777;
26,71;1991;15819;
26,72;2009;15748;
26,73;2016;15818;
26,74;1976;15924;
26,75;1990;15992;
26,76;2014;15992;
26,77;2014;16155;
26,78;2023;16223;
26,79;2036;16260;
26,8;1928;16223;
26,81;2003;16264;
26,82;1991;16290;
26,83;1951;16350;
26,84;2004;16370;
26,85;1988;16296;
26,86;1896;16444;
26,87;1988;16417;
26,88;1994;16354;
26,89;1974;16432;
26,9;1994;16440;
26,91;1985;16444;
26,92;1992;16468;
26,93;2010;16522;
26,94;1985;16502;
26,95;1992;16530;
26,96;1998;16492;
26,97;2036;16472;
26,98;1986;16503;
26,99;2012;16511;
27;1976;16511;
27,01;1951;16453;
27,02;2007;16465;
27,03;2001;16477;
27,04;2022;16485;
27,05;2001;16532;
27,06;1991;16525;
27,07;2048;16493;
27,08;2006;16518;
27,09;1989;16535;
27,1;2000;16520;
27,11;1964;16502;
27,12;2010;16522;
27,13;1987;16470;
27,14;2008;16561;
27,15;1985;16532;
27,16;1986;16546;
27,17;1998;16515;
27,18;1982;16462;
27,19;1929;16494;
27,2;2011;16527;
27,21;1991;16468;
27,22;1992;16566;
27,23;2008;16528;
27,24;2008;16534;
27,25;1981;16439;
27,26;2019;16522;
27,27;1998;16527;
27,28;1990;16460;
27,29;1996;16500;
27,3;2020;16540;
27,31;2022;16467;
27,32;2004;16491;
27,33;1999;16434;
27,34;1930;16467;
27,35;1986;16559;
27,36;1991;16531;
27,37;1990;16494;
27,38;1980;16438;
27,39;1988;16470;
27,4;1991;16450;
27,41;2031;16428;
27,42;2002;16473;
27,43;1986;16506;
27,44;2000;16554;
27,45;2004;16572;
27,46;1992;16379;
27,47;2142;16536;
27,48;1998;16518;
27,49;1983;16429;
27,5;2012;16359;
27,51;1999;16505;
27,52;2135;16486;
27,53;2018;16477;
27,54;2010;16461;
27,55;1975;16460;
27,56;2045;16541;
27,57;2071;16528;
27,58;1990;16506;
27,59;2017;16512;
27,6;1999;16510;
27,61;1995;16521;
27,62;1986;16528;
27,63;2005;16530;
27,64;1997;16421;
27,65;2002;16438;
27,66;2056;16468;
27,67;1972;16562;
27,68;1998;16528;
27,69;2081;16581;
27,7;1976;16482;
27,71;1963;16450;
27,72;2006;16465;
27,73;1996;16482;
27,74;2002;16466;
27,75;1996;16465;
27,76;1975;16399;
27,77;1986;16498;
27,78;1991;16511;
27,79;1992;16464;
27,8;2025;16462;
27,81;2027;16460;
27,82;2011;16463;
27,83;1975;16572;
27,84;2009;16503;
27,85;1990;16454;
27,86;2053;16442;
27,87;1997;16458;
27,88;1964;16496;
27,89;1976;16491;
27,9;1988;16486;
27,91;1985;16504;
27,92;1971;16511;
27,93;1999;16507;
27,94;1972;16409;
27,95;1988;16436;
27,96;1977;16463;
27,97;1974;16517;
27,98;2043;16529;
27,99;1958;16435;
28;1995;16461;
28,01;1991;16482;
28,02;2003;16494;
28,03;1990;16515;
28,04;1991;16526;
28,05;2040;16518;
28,06;1985;16465;
28,07;2006;16489;
28,08;1937;16488;
28,09;1986;16547;
28,1;1965;16506;
28,11;1998;16472;
28,12;1975;16451;
28,13;1951;16498;
28,14;2014;16492;
28,15;1978;16502;
28,16;1990;16453;
28,17;2025;16494;
28,18;1992;16503;
28,19;2021;16501;
28,2;2011;16497;
28,21;2010;16464;
28,22;1982;16508;
28,23;1940;16509;
28,24;1996;16439;
28,25;1978;16562;
28,26;1996;16490;
28,27;1995;16495;
28,28;2011;16552;
28,29;2034;16468;
28,3;1988;16458;
28,31;1969;16416;
28,32;2000;16536;
28,33;2009;16506;
28,34;1977;16497;
28,35;1997;16432;
28,36;1983;16573;
28,37;1987;16560;
28,38;2023;16468;
28,39;1995;16487;
28,4;1957;16397;
28,41;1987;16352;
28,42;2000;16497;
28,43;1974;16468;
28,44;1989;16409;
28,45;2049;16500;
28,46;1990;16446;
28,47;2024;16529;
28,48;1981;16516;
28,49;1994;16417;20000
28,5;2011;16461;20000
28,51;2002;16566;20000
28,52;1977;16504;20000
28,53;2012;16490;20000
28,54;2004;16454;20000
28,55;2017;16450;20000
28,56;1978;16516;20000
28,57;1994;16501;20000
28,58;2006;16464;20000
28,59;2055;16504;20000
28,6;1995;16498;20000
28,61;1980;16424;20000
28,62;2112;16449;20000
28,63;1993;16438;20000
28,64;1989;16487;20000
28,65;2020;16488;20000
28,66;1943;16435;20000
28,67;1986;16344;20000
28,68;2026;16451;20000
28,69;1988;16404;20000
28,7;1999;16504;20000
28,71;1982;16549;20000
28,72;2016;16538;20000
28,73;1978;16514;20000
28,74;1967;16406;20000
28,75;2008;16429;20000
28,76;1984;16409;20000
28,77;2013;16476;20000
28,78;2014;16469;20000
28,79;1997;16500;20000
28,8;2012;16488;20000
28,81;2025;16440;20000
28,82;1996;16457;20000
28,83;1974;16553;20000
28,84;2006;16575;20000
28,85;1986;16445;20000
28,86;1969;16564;20000
28,87;1995;16453;20000
28,88;1988;16474;20000
28,89;2005;16462;20000
28,9;2013;16499;20000
28,91;1978;16500;20000
28,92;2000;16550;20000
28,93;2007;16569;20000
28,94;1990;16446;20000
28,95;2009;16482;20000
28,96;2023;16483;20000
28,97;1970;16529;20000
28,98;1988;16485;20000
28,99;1986;16539;20000
29;1994;16494;20000
29,01;2019;16503;20000
29,02;2020;16507;20000
29,03;2015;16450;20000
29,04;2027;16525;20000
29,05;1986;16492;20000
29,06;1980;16512;20000
29,07;1982;16444;20000
29,08;1992;16384;20000
29,09;1987;16407;20000
29,1;2009;16454;20000
29,11;1926;16517;20000
29,12;1991;16513;20000
29,13;1990;16462;20000
29,14;2014;16413;20000
29,15;1992;16382;20000
29,16;1967;16407;20000
29,17;1979;16405;20000
29,18;1998;16501;20000
29,19;1977;16492;20000
29,2;1994;16423;20000
29,21;1977;16510;20000
29,22;1961;16509;20000
29,23;2094;16455;20000
29,24;1977;16459;20000
29,25;1924;16438;20000
29,26;2003;16442;20000
29,27;1978;16469;20000
29,28;1998;16489;20000
29,29;2003;16459;20000
29,3;1991;16482;20000
29,31;1980;16434;20000
29,32;1988;16492;20000
29,33;2035;16456;20000
29,34;2024;16514;20000
29,35;1993;16548;20000
29,36;1989;16442;20000
29,37;1998;16514;20000
29,38;1978;16516;20000
29,39;1991;16503;20000
29,4;2011;16493;20000
29,41;2014;16510;20000
29,42;1996;16490;20000
29,43;1983;16437;20000
29,44;2016;16462;20000
29,45;1986;16491;20000
29,46;1981;16436;20000
29,47;2004;16451;20000
29,48;1986;16490;20000
29,49;2019;16477;20000
29,5;2133;16480;20000
29,51;1994;16436;20000
29,52;1992;16496;20000
29,53;2003;16450;20000
29,54;1994;16415;20000
29,55;2042;16462;20000
29,56;2032;16403;20000
29,57;2023;16440;20000
29,58;1996;16498;20000
29,59;2036;16546;20000
29,6;1982;16563;20000
29,61;1970;16497;20000
29,62;2003;16500;20000
29,63;1994;16550;20000
29,64;2008;16473;20000
29,65;1927;16492;20000
29,66;1958;16449;20000
29,67;1990;16524;20000
29,68;1939;16445;20000
29,69;1947;16457;20000
29,7;2036;16508;20000
29,71;2014;16420;20000
29,72;1970;16501;20000
29,73;1995;16494;20000
29,74;2002;16473;20000
29,75;1988;16504;20000
29,76;2012;16498;20000
29,77;2007;16426;20000
29,78;2029;16455;20000
29,79;2005;16504;20000
29,8;1989;16441;20000
29,81;2005;16404;20000
29,82;1989;16491;20000
29,83;2032;16472;20000
29,84;1977;16498;20000
29,85;1985;16458;20000
29,86;1988;16478;20000
29,87;2006;16408;20000
29,88;1986;16478;20000
29,89;1933;16428;20000
29,9;2013;16508;20000
29,91;1992;16492;20000
29,92;1993;16480;20000
29,93;2006;16524;20000
29,94;2004;16418;20000
29,95;1980;16498;20000
29,96;2008;16446;20000
29,97;2002;16359;20000
29,98;2016;16417;20000
29,99;2002;16526;20000
30;1996;16411;20000
30,01;2010;16526;20000
30,02;2014;16532;20000
30,03;1999;16494;20000
30,04;2030;16499;20000
30,05;2030;16518;20000
30,06;1983;16475;20000
30,07;2003;16404;20000
30,08;2013;16468;20000
30,09;2009;16534;20000
30,1;1990;16486;20000
30,11;1969;16397;20000
30,12;2027;16459;20000
30,13;2009;16436;20000
30,14;2019;16404;20000
30,15;1962;16444;20000
30,16;1974;16422;20000
30,17;1999;16425;20000
30,18;2002;16512;20000
30,19;1995;16467;20000
30,2;2028;16461;20000
30,21;1943;16424;20000
30,22;1959;16539;20000
30,23;1997;16513;20000
30,24;1992;16503;20000
30,25;1980;16462;20000
30,26;2005;16474;20000
30,27;2002;16480;20000
30,28;2016;16401;20000
30,29;2028;16374;20000
30,3;1983;16545;20000
30,31;1977;16421;20000
30,32;2004;16384;20000
30,33;1972;16501;20000
30,34;2001;16510;20000
30,35;2034;16513;20000
30,36;1999;16496;20000
30,37;1987;16495;20000
30,38;1992;16470;20000
30,39;2008;16496;20000
30,4;2018;16452;20000
30,41;2017;16391;20000
30,42;2004;16382;20000
30,43;1991;16381;20000
30,44;2019;16495;20000
30,45;1998;16478;20000
30,46;1978;16445;20000
30,47;2000;16480;20000
30,48;2001;16499;20000
30,49;1987;16447;20000
30,5;2022;16394;20000
30,51;2007;16467;20000
30,52;1975;16419;20000
30,53;2004;16471;20000
30,54;1988;16452;20000
30,55;1980;16434;20000
30,56;1997;16427;20000
30,57;2012;16498;20000
30,58;1980;16468;20000
30,59;2055;16502;20000
30,6;1990;16452;20000
30,61;1982;16574;20000
30,62;2012;16552;20000
30,63;1999;16408;20000
30,64;1967;16372;20000
30,65;2006;16444;20000
30,66;2005;16468;20000
30,67;1990;16463;20000
30,68;2008;16499;20000
30,69;1995;16486;20000
30,7;2011;16529;20000
30,71;2015;16526;20000
30,72;2061;16496;20000
30,73;1962;16463;20000
30,74;1994;16465;20000
30,75;1971;16445;20000
30,76;1999;16414;20000
30,77;1997;16450;20000
30,78;2001;16425;20000
30,79;1994;16478;20000
30,8;2012;16562;20000
30,81;1988;16498;20000
30,82;2015;16450;20000
30,83;1994;16527;20000
30,84;1989;16534;20000
30,85;1965;16510;20000
30,86;2063;16376;20000
30,87;1988;16533;20000
30,88;1982;16515;20000
30,89;1999;16468;20000
30,9;2010;16545;20000
30,91;1987;16519;20000
30,92;2005;16494;20000
30,93;2011;16440;20000
30,94;1988;16530;20000
30,95;2010;16458;20000
30,96;2036;16445;20000
30,97;1941;16500;20000
30,98;2017;16443;20000
30,99;2011;16480;20000
31;2015;16474;20000
31,01;2013;16414;20000
31,02;1982;16499;20000
31,03;1966;16506;20000
31,04;2003;16444;20000
31,05;1995;16447;20000
31,06;1956;16502;20000
31,07;1986;16484;20000
31,08;1950;16457;20000
31,09;1993;16492;20000
31,1;2016;16486;20000
31,11;2014;16476;20000
31,12;1970;16478;20000
31,13;2018;16444;20000
31,14;1994;16453;20000
31,15;1998;16404;20000
31,16;2018;16410;20000
31,17;2004;16403;20000
31,18;2008;16534;20000
31,19;1978;16477;20000
31,2;2024;16526;20000
31,21;1989;16491;20000
31,22;2005;16460;20000
31,23;1992;16514;20000
31,24;1926;16487;20000
31,25;2030;16433;20000
31,26;1996;16455;20000
31,27;1951;16495;20000
31,28;2007;16397;20000
31,29;2068;16473;20000
31,3;1998;16456;20000
31,31;2406;16520;20000
31,32;1979;16486;20000
31,33;1938;16472;20000
31,34;2125;16445;20000
31,35;2021;16442;20000
31,36;1968;16372;20000
31,37;1958;16484;20000
31,38;2000;16530;20000
31,39;1967;16448;20000
31,4;2005;16483;20000
31,41;1988;16457;20000
31,42;1994;16569;20000
31,43;2022;16532;20000
31,44;1999;16450;20000
31,45;1983;16481;20000
31,46;2054;16446;20000
31,47;1980;16470;20000
31,48;2027;16416;20000
31,49;2044;16481;20000
31,5;2034;16507;20000
31,51;2030;16522;20000
31,52;1990;16471;20000
31,53;2009;16460;20000
31,54;1993;16461;20000
31,55;1984;16473;20000
31,56;1998;16449;20000
31,57;1990;16466;20000
31,58;1990;16512;20000
31,59;2006;16482;20000
31,6;1985;16468;20000
31,61;1976;16406;20000
31,62;2033;16439;20000
31,63;1986;16399;20000
31,64;1998;16555;20000
31,65;2002;16458;20000
31,66;2015;16494;20000
31,67;1992;16474;20000
31,68;2006;16458;20000
31,69;1961;16545;20000
31,7;1976;16446;20000
31,71;2011;16504;20000
31,72;2012;16513;20000
31,73;1978;16448;20000
31,74;2015;16393;20000
31,75;1977;16530;20000
31,76;2008;16465;20000
31,77;2010;16454;20000
31,78;1999;16519;20000
31,79;2056;16493;20000
31,8;2014;16501;20000
31,81;1994;16432;20000
31,82;1972;16516;20000
31,83;1977;16466;20000
31,84;1914;16446;20000
31,85;2002;16433;20000
31,86;1982;16415;20000
31,87;2025;16511;20000
31,88;2011;16483;20000
31,89;1999;16426;20000
31,9;2000;16497;20000
31,91;1991;16500;20000
31,92;2032;16500;20000
31,93;1994;16516;20000
31,94;1996;16389;20000
31,95;2008;16471;20000
31,96;2022;16508;20000
31,97;2013;16485;20000
31,98;2012;16461;20000
31,99;1998;16418;20000
32;1988;16513;20000
32,01;2011;16510;20000
32,02;2109;16432;20000
32,03;1973;16513;20000
32,04;1944;16480;20000
32,05;2012;16399;20000
32,06;1916;16521;20000
32,07;1961;16452;20000
32,08;1996;16415;20000
32,09;1994;16472;20000
32,1;2014;16495;20000
32,11;2016;16571;20000
32,12;1971;16481;20000
32,13;2121;16515;20000
32,14;2004;16456;20000
32,15;2011;16489;20000
32,16;2027;16504;
32,17;1999;16372;
32,18;2018;16378;
32,19;2142;16495;
32,2;2021;16483;
32,21;1988;16517;
32,22;2014;16540;
32,23;2020;16475;
32,24;1981;16432;
32,25;1955;16426;
32,26;1997;16424;
32,27;2004;16357;
32,28;1993;16456;
32,29;2005;16485;
32,3;1995;16468;
32,31;1985;16527;
32,32;1978;16476;
32,33;1999;16454;
32,34;1986;16420;
32,35;2005;16487;
32,36;2009;16493;
32,37;1998;16472;
32,38;1993;16437;
32,39;1976;16430;
32,4;1998;16339;
32,41;1994;16383;
32,42;1997;16411;
32,43;2006;16497;
32,44;2021;16438;
32,45;1996;16344;
32,46;2021;16451;
32,47;2053;16466;
32,48;2007;16464;
32,49;2009;16431;
32,5;2007;16465;
32,51;1993;16423;
32,52;1998;16450;
32,53;1999;16454;
32,54;2001;16492;
32,55;2011;16464;
32,56;2002;16392;
32,57;1984;16362;
32,58;2000;16489;
32,59;2029;16443;
32,6;2013;16387;
32,61;1975;16514;
32,62;1965;16461;
32,63;2048;16451;
32,64;2003;16454;
32,65;2027;16361;
32,66;2000;16477;
32,67;2062;16476;
32,68;1970;16472;
32,69;1996;16496;
32,7;1994;16432;
32,71;1994;16407;
32,72;1985;16435;
32,73;1988;16482;
32,74;2017;16444;
32,75;2023;16392;
32,76;2006;16336;
32,77;2005;16278;
32,78;1995;16230;
32,79;1993;16242;
32,8;2021;16136;
32,81;2025;16110;
32,82;2002;16068;
32,83;2000;16045;
32,84;1983;16046;
32,85;2011;15972;
32,86;2003;15981;
32,87;1993;15950;
32,88;1985;15920;
32,89;2004;15885;
32,9;1994;15858;
32,91;1989;15920;
32,92;2023;15899;
32,93;1999;15905;
32,94;1978;15924;
32,95;2009;15836;
32,96;2000;15875;
32,97;2003;15883;
32,98;2008;15926;
32,99;2004;15796;
33;1994;15895;
33,01;1994;15835;
33,02;1987;15798;
33,03;1980;15829;
33,04;2016;15886;
33,05;1994;15804;
33,06;1999;15770;
33,07;2036;15879;
33,08;1994;15838;
33,09;2013;15859;
33,1;2122;15854;
33,11;1971;15796;
33,12;1990;15840;
33,13;2000;15757;
33,14;1973;15687;
33,15;1993;15801;
33,16;2000;15714;
33,17;2010;15699;
33,18;2005;15680;
33,19;2037;15674;
33,2;2012;15637;
33,21;1988;15575;
33,22;2005;15663;
33,23;1989;15600;
33,24;1983;15505;
33,25;2004;15587;
33,26;2008;15569;
33,27;1947;15624;
33,28;2053;15550;
33,29;1992;15606;
33,3;2016;15573;
33,31;2032;15531;
33,32;2022;15570;
33,33;1973;15602;
33,34;1988;15562;
33,35;1983;15526;
33,36;1987;15539;
33,37;1988;15444;
33,38;1998;15504;
33,39;1962;15522;
33,4;2000;15488;
33,41;1968;15394;
33,42;1988;15436;
33,43;1991;15390;
33,44;1967;15288;
33,45;1977;15208;
33,46;2005;15223;
33,47;1998;15150;
33,48;1982;15126;
33,49;2024;15006;
33,5;2082;14966;
33,51;1991;14909;
33,52;1991;14869;
33,53;1993;14814;
33,54;1992;14761;
33,55;2039;14663;
33,56;2001;14588;
33,57;1984;14528;
33,58;1984;14471;
33,59;2010;14530;
33,6;1987;14486;
33,61;1964;14472;
33,62;2000;14452;
33,63;1980;14391;
33,64;2033;14368;
33,65;2005;14393;
33,66;1991;14393;
33,67;2003;14326;
33,68;1985;14381;
33,69;1970;14336;
33,7;1991;14306;
33,71;1999;14345;
33,72;1992;14250;
33,73;2103;14237;
33,74;2005;14228;
33,75;1989;14204;
33,76;1999;14209;
33,77;2006;14166;
33,78;2053;14233;
33,79;1976;14134;
33,8;2014;14114;
33,81;1996;14063;
33,82;1989;13941;
33,83;2013;13866;
33,84;2048;13868;
33,85;1998;13777;
33,86;2017;13691;
33,87;1988;13581;
33,88;1972;13468;
33,89;1985;13378;
33,9;2002;13269;
33,91;1977;13218;
33,92;2026;13148;
33,93;1986;13146;
33,94;2054;13028;
33,95;2008;12963;
33,96;1989;12993;
33,97;1986;12960;
33,98;2002;12900;
33,99;1993;12869;
34;1996;12935;
34,01;2000;12843;
34,02;2015;12881;
34,03;1974;12861;
34,04;2002;12824;
34,05;2005;12832;
34,06;1972;12790;
34,07;1985;12769;
34,08;2006;12835;
34,09;1984;12768;
34,1;2031;12724;
34,11;2017;12749;
34,12;1994;12695;
34,13;2022;12665;
34,14;2003;12768;
34,15;1980;12711;
34,16;2015;12690;
34,17;1959;12662;
34,18;1981;12694;
34,19;1990;12660;
34,2;1989;12670;
34,21;2000;12689;
34,22;1983;12582;
34,23;2041;12506;
34,24;1998;12494;
34,25;1974;12510;
34,26;2002;12470;
34,27;1983;12408;
34,28;2020;12425;
34,29;2006;12357;
34,3;1984;12331;
34,31;1978;12246;
34,32;1995;12294;
34,33;1995;12259;
34,34;1949;12262;
34,35;2060;12192;
34,36;1999;12244;
34,37;2019;12116;
34,38;2024;12047;
34,39;1990;11936;
34,4;2011;11824;
34,41;2002;11835;
34,42;2038;11666;
34,43;2002;11602;
34,44;2018;11582;
34,45;1982;11557;
34,46;2013;11469;
34,47;1998;11469;
34,48;2013;11405;
34,49;2022;11340;
34,5;2018;11324;
34,51;1974;11248;
34,52;1999;11152;
34,53;2014;11076;
34,54;1983;11008;
34,55;1983;10937;
34,56;1983;10774;
34,57;2009;10670;
34,58;1996;10523;
34,59;2018;10428;
34,6;1991;10334;
34,61;1990;10205;
34,62;2005;10004;
34,63;2000;9862;
34,64;2024;9711;
34,65;1996;9528;
34,66;1988;9398;
34,67;1992;9324;
34,68;2015;9198;
34,69;1992;9053;
34,7;1992;8911;
34,71;2012;8866;
34,72;1958;8810;
34,73;2008;8726;
34,74;1960;8660;
34,75;2023;8522;
34,76;2003;8553;
34,77;2004;8495;
34,78;2003;8426;
34,79;1984;8441;
34,8;2003;8417;
34,81;2010;8360;
34,82;2050;8371;
34,83;1996;8361;
34,84;1984;8320;
34,85;1984;8258;
34,86;2009;8254;
34,87;1987;8091;
34,88;2000;8135;
34,89;2007;8142;
34,9;1984;8193;
34,91;1998;8232;
34,92;2060;8169;
34,93;1998;8201;
34,94;2003;8117;
34,95;2021;8261;
34,96;2042;8159;
34,97;1999;8156;
34,98;2002;8158;
34,99;1995;8139;
35;2032;8285;
35,01;1962;8135;
35,02;2014;8136;
35,03;2056;8170;
35,04;2019;8137;
35,05;1979;8144;
35,06;1995;8093;
35,07;2020;8111;
35,08;2011;8103;
35,09;1981;8112;
35,1;1999;8119;
35,11;2020;8067;
35,12;1990;8048;
35,13;1993;8161;
35,14;2001;8104;
35,15;1978;8065;
35,16;2016;8055;
35,17;2058;8060;
35,18;2009;8106;
35,19;2020;8156;
35,2;1989;8106;
